,날짜,종가,등락률,외인순매수,기관순매수,개인순매수
1416,2016-07-20,1540000.0,0.46,39816,-39969,-20879
1417,2016-07-19,1533000.0,0.0,97911,-136364,-15502
1418,2016-07-18,1533000.0,0.99,58565,-38687,-41963
1419,2016-07-15,1518000.0,1.2,76331,-16514,-86164
1420,2016-07-14,1500000.0,1.28,103542,-83508,-68077
1421,2016-07-13,1481000.0,1.16,71293,-111801,3425
1422,2016-07-12,1464000.0,-1.68,-1238,-7997,-32362
1423,2016-07-11,1489000.0,1.99,6805,63340,-110333
1424,2016-07-08,1460000.0,0.69,68169,-63764,-57429
1425,2016-07-07,1450000.0,2.04,65056,-76758,-39264
1426,2016-07-06,1421000.0,-3.27,-75272,50748,37391
1427,2016-07-05,1469000.0,0.2,14448,-9931,-19463
1428,2016-07-04,1466000.0,0.0,-30879,19521,-8596
1429,2016-07-01,1466000.0,2.88,45649,3629,-108632
1430,2016-06-30,1425000.0,2.08,27357,-72171,-8604
1431,2016-06-29,1396000.0,-0.21,-22474,-24733,4543
1432,2016-06-28,1399000.0,0.07,-67088,55318,9495
1433,2016-06-27,1398000.0,-0.14,-93549,114369,-24422
1434,2016-06-24,1400000.0,-2.1,-86220,70675,856
1435,2016-06-23,1430000.0,-1.04,-67750,64763,-11316
1436,2016-06-22,1445000.0,-0.21,-59102,35112,-20498
1437,2016-06-21,1448000.0,1.19,-23139,27975,-39171
1438,2016-06-20,1431000.0,0.35,-52636,20466,-32946
1439,2016-06-17,1426000.0,1.21,-16495,25773,-59036
1440,2016-06-16,1409000.0,-0.28,32532,-84761,-8866
1441,2016-06-15,1413000.0,2.39,20584,-27916,-30181
1442,2016-06-14,1380000.0,0.66,85932,-88893,-2988
1443,2016-06-13,1371000.0,-2.49,5322,-30702,-5701
1444,2016-06-10,1406000.0,-1.68,-26681,35092,-18648
1445,2016-06-09,1430000.0,1.71,133771,-112480,-95968
1446,2016-06-08,1406000.0,0.57,60775,-63157,-54039
1447,2016-06-07,1398000.0,1.53,23481,25107,-99446
1448,2016-06-03,1377000.0,0.88,-7915,58374,-77521
1449,2016-06-02,1365000.0,2.4,75766,-36827,-119786
1450,2016-06-01,1333000.0,3.17,55889,85662,-195510
1451,2016-05-31,1292000.0,0.94,-156462,133191,-16714
1452,2016-05-30,1280000.0,-0.16,31039,-68008,-2829
1453,2016-05-27,1282000.0,-1.08,-9653,-22495,-795
1454,2016-05-26,1296000.0,0.08,8456,4416,-54849
1455,2016-05-25,1295000.0,1.89,24313,24123,-54450
1456,2016-05-24,1271000.0,-1.17,-11326,-17895,1531
1457,2016-05-23,1286000.0,1.34,2820,-18329,-20433
1458,2016-05-20,1269000.0,-0.08,-13756,9613,-11789
1459,2016-05-19,1270000.0,0.16,-12597,-3567,-14662
1460,2016-05-18,1268000.0,0.32,12447,-41987,-9666
1461,2016-05-17,1264000.0,1.28,46828,-41370,-12193
1462,2016-05-16,1248000.0,-0.4,-47398,1071,24043
1463,2016-05-13,1253000.0,-2.19,-39887,-27745,49810
1464,2016-05-12,1281000.0,-0.85,-9728,-32618,8922
1465,2016-05-11,1292000.0,-0.31,27036,-64715,-14632
1466,2016-05-10,1296000.0,-0.23,-3260,-6198,-16083
1467,2016-05-09,1299000.0,0.7,-8610,31300,-54668
1468,2016-05-04,1290000.0,2.3,66205,-62675,-38919
1469,2016-05-03,1261000.0,0.88,35656,-52158,-8605
1470,2016-05-02,1250000.0,0.4,8938,-56515,7374
1471,2016-04-29,1245000.0,-1.58,93205,-91983,35766
1472,2016-04-28,1265000.0,-2.69,-55824,-3037,58991
1473,2016-04-27,1300000.0,0.31,-7083,14042,-10896
1474,2016-04-26,1296000.0,1.17,27157,413,-33343
1475,2016-04-25,1281000.0,0.08,13484,-37928,2311
1476,2016-04-22,1280000.0,-1.08,19212,-32424,7530
1477,2016-04-21,1294000.0,-0.38,615,-642,-9660
1478,2016-04-20,1299000.0,0.85,51112,-41181,-17132
1479,2016-04-19,1288000.0,-0.85,25815,10732,3135
1480,2016-04-18,1299000.0,-0.08,14833,-13912,-5284
1481,2016-04-15,1300000.0,0.0,-6916,18353,-8782
1482,2016-04-14,1300000.0,1.96,12207,6910,-83120
1483,2016-04-12,1275000.0,0.71,5241,-43418,-21462
1484,2016-04-11,1266000.0,1.61,17044,-61941,-15932
1485,2016-04-08,1246000.0,-1.81,30502,-98993,31378
1486,2016-04-07,1269000.0,-1.25,21715,-119914,30006
1487,2016-04-06,1285000.0,1.98,42829,-102709,-2356
1488,2016-04-05,1260000.0,-3.45,-92921,7358,43592
1489,2016-04-04,1305000.0,2.03,26405,-67281,-16222
1490,2016-04-01,1279000.0,-2.52,-75473,37217,178
1491,2016-03-31,1312000.0,0.31,-39391,-615,-24794
1492,2016-03-30,1308000.0,1.4,-39225,19348,-42767
1493,2016-03-29,1290000.0,-0.31,-5878,-14959,-21658
1494,2016-03-28,1294000.0,0.47,-12425,-11205,-33795
1495,2016-03-25,1288000.0,0.47,5849,-14007,-38845
1496,2016-03-24,1282000.0,0.23,-6569,-16577,-37409
1497,2016-03-23,1279000.0,0.79,14599,-26103,-29568
1498,2016-03-22,1269000.0,0.16,-5279,-42934,-9238
1499,2016-03-21,1267000.0,-0.47,-5907,-53474,1173
1500,2016-03-18,1273000.0,0.79,33559,-78440,-3017
1501,2016-03-17,1263000.0,0.56,38286,-40729,-34176
1502,2016-03-16,1256000.0,0.24,-30091,14659,-6180
1503,2016-03-15,1253000.0,-0.16,-36776,4049,-12247
1504,2016-03-14,1255000.0,0.48,-8590,16054,-34605
1505,2016-03-11,1249000.0,1.96,14431,-17183,-58692
1506,2016-03-10,1225000.0,2.6,113170,-111824,-77300
1507,2016-03-09,1194000.0,0.17,-26270,-32345,4847
1508,2016-03-08,1192000.0,-2.53,-55025,-3467,19061
1509,2016-03-07,1223000.0,0.66,4209,-34115,-21131
1510,2016-03-04,1215000.0,-0.41,6935,-29093,-19759
1511,2016-03-03,1220000.0,1.92,40891,-68310,-32028
1512,2016-03-02,1197000.0,1.61,20476,-33469,-40623
1513,2016-02-29,1178000.0,0.51,26998,-69414,-21471
1514,2016-02-26,1172000.0,-0.59,1776,-48156,2904
1515,2016-02-25,1179000.0,0.6,-29913,-4625,-12391
1516,2016-02-24,1172000.0,-0.76,-29063,-20123,2431
1517,2016-02-23,1181000.0,0.51,-23781,-32401,-7461
1518,2016-02-22,1175000.0,-1.26,-5107,-38947,6891
1519,2016-02-19,1190000.0,0.25,-20297,-33093,-8033
1520,2016-02-18,1187000.0,0.17,-58603,17986,-5087
1521,2016-02-17,1185000.0,1.46,-19637,5221,-43460
1522,2016-02-16,1168000.0,1.21,-6710,-17861,-26781
1523,2016-02-15,1154000.0,2.12,-19049,4984,-10641
1524,2016-02-12,1130000.0,0.0,-54555,44074,-27858
1525,2016-02-11,1130000.0,-2.92,-61958,7753,22616
1526,2016-02-05,1164000.0,0.69,4342,-23610,-17347
1527,2016-02-04,1156000.0,0.87,-9807,334,-8633
1528,2016-02-03,1146000.0,-0.87,-10610,-36383,71
1529,2016-02-02,1156000.0,-0.6,-7379,-31639,-18203
1530,2016-02-01,1163000.0,1.13,38742,-69673,-18167
1531,2016-01-29,1150000.0,0.44,-18058,-21049,4212
1532,2016-01-28,1145000.0,-2.55,15072,-93307,62356
1533,2016-01-27,1175000.0,3.34,909,43912,-13613
1534,2016-01-26,1137000.0,-2.15,5570,2354,20625
1535,2016-01-25,1162000.0,-0.51,-42282,36007,10633
1536,2016-01-22,1168000.0,3.27,-15564,47003,-27675
1537,2016-01-21,1131000.0,-0.62,-86074,58876,5134
1538,2016-01-20,1138000.0,-2.82,-47713,9046,20666
1539,2016-01-19,1171000.0,4.0,40626,-23179,-28610
1540,2016-01-18,1126000.0,-0.53,-53928,34641,10884
1541,2016-01-15,1132000.0,-0.53,-10635,1498,11164
1542,2016-01-14,1138000.0,-0.87,-33860,18724,13985
1543,2016-01-13,1148000.0,0.17,-16943,9701,4779
1544,2016-01-12,1146000.0,-0.52,-56059,-13244,20165
1545,2016-01-11,1152000.0,-1.62,-97280,31351,7925
1546,2016-01-08,1171000.0,0.69,-36042,18556,7416
1547,2016-01-07,1163000.0,-1.02,-61678,-15574,39855
1548,2016-01-06,1175000.0,-2.73,-29658,-25882,67538
1549,2016-01-05,1208000.0,0.25,-5778,-18180,13488
1550,2016-01-04,1205000.0,-4.37,-61874,-68909,105536
1551,2015-12-30,1260000.0,0.48,2893,-55813,-1630
1552,2015-12-29,1254000.0,-0.95,-57508,-48569,43459
1553,2015-12-28,1266000.0,-1.48,4134,14277,-50899
1554,2015-12-24,1285000.0,-0.77,-57937,69299,-59895
1555,2015-12-23,1295000.0,0.23,-43157,64015,-50860
1556,2015-12-22,1292000.0,0.94,-19100,2434,-30636
1557,2015-12-21,1280000.0,0.16,-74571,-11,709
1558,2015-12-18,1278000.0,-0.93,-28714,-4896,-2455
1559,2015-12-17,1290000.0,-0.69,-65407,31253,8537
1560,2015-12-16,1299000.0,1.72,-48221,87942,-65567
1561,2015-12-15,1277000.0,1.27,-97628,51460,-20887
1562,2015-12-14,1261000.0,-1.79,-118739,70902,-13680
1563,2015-12-11,1284000.0,0.08,-75986,21715,-28301
1564,2015-12-10,1283000.0,1.58,-89949,49929,6182
1565,2015-12-09,1263000.0,0.08,-76308,33403,-6019
1566,2015-12-08,1262000.0,0.0,-32526,-13325,-5583
1567,2015-12-07,1262000.0,-0.55,-59991,2127,12932
1568,2015-12-04,1269000.0,-1.63,-79097,-10168,30079
1569,2015-12-03,1290000.0,-0.77,-41762,-32765,12262
1570,2015-12-02,1300000.0,-1.59,-210362,-12742,2770
1571,2015-12-01,1321000.0,2.88,130344,-14935,-29249
1572,2015-11-30,1284000.0,-3.24,-152865,90855,34538
1573,2015-11-27,1327000.0,-0.6,-65089,-29785,-17285
1574,2015-11-26,1335000.0,2.77,4150,5760,-41484
1575,2015-11-25,1299000.0,0.0,-64952,27116,-9902
1576,2015-11-24,1299000.0,1.33,-27847,35429,-15965
1577,2015-11-23,1282000.0,-0.23,-61999,14767,-3130
1578,2015-11-20,1285000.0,-0.31,-70468,4927,-2350
1579,2015-11-19,1289000.0,0.62,-65136,-2191,-1298
1580,2015-11-18,1281000.0,0.87,1832,-30277,-8215
1581,2015-11-17,1270000.0,0.55,-12687,-18961,6515
1582,2015-11-16,1263000.0,-2.85,-50825,6307,2043
1583,2015-11-13,1300000.0,-1.29,-37741,-10533,-12648
1584,2015-11-12,1317000.0,-1.2,-59030,-15063,5530
1585,2015-11-11,1333000.0,0.91,-18216,3315,-12963
1586,2015-11-10,1321000.0,-1.71,-27860,-29774,-7951
1587,2015-11-09,1344000.0,0.45,-10708,-32300,-27491
1588,2015-11-06,1338000.0,-0.3,-34363,-15929,-9083
1589,2015-11-05,1342000.0,0.9,19305,-34327,-23814
1590,2015-11-04,1330000.0,-1.63,-9166,-55151,9177
1591,2015-11-03,1352000.0,-2.24,-54747,-8610,3167
1592,2015-11-02,1383000.0,0.8,54594,-87771,-19267
1593,2015-10-30,1372000.0,3.55,64591,-9712,-92844
1594,2015-10-29,1325000.0,1.3,92314,-37528,-76780
1595,2015-10-28,1308000.0,0.77,-75868,121428,-20264
1596,2015-10-27,1298000.0,0.46,-27999,35362,-22960
1597,2015-10-26,1292000.0,0.23,-1208,16007,-11818
1598,2015-10-23,1289000.0,0.7,-38453,83274,-37134
1599,2015-10-22,1280000.0,0.79,-48116,93095,-16779
1600,2015-10-21,1270000.0,0.32,-12976,37005,-24377
1601,2015-10-20,1266000.0,0.8,-37009,40211,-19966
1602,2015-10-19,1256000.0,-0.71,-23579,28778,-7496
1603,2015-10-16,1265000.0,-0.32,-68777,46520,-5077
1604,2015-10-15,1269000.0,1.2,-36880,87783,-40986
1605,2015-10-14,1254000.0,0.16,-25627,49970,-9688
1606,2015-10-13,1252000.0,-0.63,-26841,56042,-17314
1607,2015-10-12,1260000.0,-0.79,-24566,44783,-37769
1608,2015-10-08,1270000.0,1.52,144974,-39609,-146231
1609,2015-10-07,1251000.0,8.69,167661,85425,-277822
1610,2015-10-06,1151000.0,3.23,-26307,75955,-52135
1611,2015-10-05,1115000.0,-0.36,-54183,35233,24823
1612,2015-10-02,1119000.0,-1.32,-70719,47522,27575
1613,2015-10-01,1134000.0,0.0,-21078,19972,-10427
1614,2015-09-30,1134000.0,1.98,13633,-11112,-10484
1615,2015-09-25,1112000.0,-1.24,-72744,35493,43593
1616,2015-09-24,1126000.0,-0.44,-46290,30153,11171
1617,2015-09-23,1131000.0,-1.22,-54228,44169,13359
1618,2015-09-22,1145000.0,-0.43,-81152,57580,31740
1619,2015-09-21,1150000.0,-3.36,-51753,4869,66921
1620,2015-09-18,1190000.0,2.85,50296,4844,-58144
1621,2015-09-17,1157000.0,0.43,-29408,51044,-16892
1622,2015-09-16,1152000.0,2.58,-24135,92862,-65688
1623,2015-09-15,1123000.0,-0.09,-38228,62457,35
1624,2015-09-14,1124000.0,0.81,-3586,9433,-4768
1625,2015-09-11,1115000.0,-1.68,-12078,-8944,33133
1626,2015-09-10,1134000.0,-1.13,-91737,96090,16965
1627,2015-09-09,1147000.0,1.41,-75318,98571,-19087
1628,2015-09-08,1131000.0,1.71,681,13218,-16685
1629,2015-09-07,1112000.0,-1.51,-66242,50136,4426
1630,2015-09-04,1129000.0,0.62,23552,3926,-44109
1631,2015-09-03,1122000.0,2.94,45857,4483,-41222
1632,2015-09-02,1090000.0,0.46,28027,17760,-35164
1633,2015-09-01,1085000.0,-0.37,54777,-47182,-7682
1634,2015-08-31,1089000.0,0.74,18306,-3636,-12671
1635,2015-08-28,1081000.0,1.31,-81685,24637,40618
1636,2015-08-27,1067000.0,0.0,-109701,57553,77509
1637,2015-08-26,1067000.0,-1.11,-242982,116654,108131
1638,2015-08-25,1079000.0,0.0,-102018,-6918,99015
1639,2015-08-24,1079000.0,-2.0,-131384,69808,66505
1640,2015-08-21,1101000.0,-3.34,-147990,130945,23380
1641,2015-08-20,1139000.0,-1.3,-41703,14514,30786
1642,2015-08-19,1154000.0,2.03,131146,-83713,-71028
1643,2015-08-18,1131000.0,2.45,36545,4955,-46766
1644,2015-08-17,1104000.0,-3.16,-94175,18417,71060
1645,2015-08-13,1140000.0,-1.21,-28762,2176,26948
1646,2015-08-12,1154000.0,-0.26,-59753,74745,-6181
1647,2015-08-11,1157000.0,1.4,37642,-37636,-33245
1648,2015-08-10,1141000.0,0.44,27477,-12601,-17957
1649,2015-08-07,1136000.0,1.88,71316,-52631,-28055
1650,2015-08-06,1115000.0,-3.8,-63449,-35972,95844
1651,2015-08-05,1159000.0,-1.95,-11619,-40211,53094
1652,2015-08-04,1182000.0,0.6,4466,-8508,16639
1653,2015-08-03,1175000.0,-0.84,-7668,-11850,18691
1654,2015-07-31,1185000.0,-2.47,-63909,-41997,106240
1655,2015-07-30,1215000.0,-3.8,-72637,17931,104151
1656,2015-07-29,1263000.0,2.68,8377,40566,-41631
1657,2015-07-28,1230000.0,0.0,-20133,35542,-14807
1658,2015-07-27,1230000.0,0.08,-42137,-2602,8206
1659,2015-07-24,1229000.0,-0.41,-35695,7797,38896
1660,2015-07-23,1234000.0,-1.52,-56222,44499,52943
1661,2015-07-22,1253000.0,-0.79,-9968,-14324,49088
1662,2015-07-21,1263000.0,-0.94,-33784,10645,29828
1663,2015-07-20,1275000.0,-2.3,-379,-4770,5422
1664,2015-07-17,1305000.0,1.79,39714,50324,-108771
1665,2015-07-16,1282000.0,3.81,39387,24743,-73544
1666,2015-07-15,1235000.0,0.82,6205,-3737,105
1667,2015-07-14,1225000.0,-3.24,-7172,-76950,116195
1668,2015-07-13,1266000.0,0.56,-935,14509,-12745
1669,2015-07-10,1259000.0,-0.47,-7891,4638,-10
1670,2015-07-09,1265000.0,2.1,-6122,32289,-26062
1671,2015-07-08,1239000.0,-0.08,-17224,17044,1868
1672,2015-07-07,1240000.0,0.81,-16356,15972,4844
1673,2015-07-06,1230000.0,-3.0,-78895,6909,89971
1674,2015-07-03,1268000.0,-2.39,-8008,-36493,34519
1675,2015-07-02,1299000.0,0.31,34781,-20459,-6548
1676,2015-07-01,1295000.0,2.13,51146,-24366,-36547
1677,2015-06-30,1268000.0,-1.01,-9800,-12668,12812
1678,2015-06-29,1281000.0,0.23,-49655,675,-5578
1679,2015-06-26,1278000.0,0.71,48431,-52866,-9365
1680,2015-06-25,1269000.0,-2.53,4295,-47970,41766
1681,2015-06-24,1302000.0,-1.44,31468,-49039,12035
1682,2015-06-23,1321000.0,3.12,76703,-19967,-78984
1683,2015-06-22,1281000.0,1.18,35410,-9751,-21525
1684,2015-06-19,1266000.0,0.08,-35976,52692,-8234
1685,2015-06-18,1265000.0,0.88,-14657,38387,-16256
1686,2015-06-17,1254000.0,-0.08,14808,-17256,4506
1687,2015-06-16,1255000.0,-1.18,-28084,31026,18975
1688,2015-06-15,1270000.0,-0.55,31177,-18696,-12883
1689,2015-06-12,1277000.0,1.59,36969,-14167,-29539
1690,2015-06-11,1257000.0,-0.4,-21824,-24422,63329
1691,2015-06-10,1262000.0,-1.56,-52240,25241,53921
1692,2015-06-09,1282000.0,-2.44,-62886,1496,82264
1693,2015-06-08,1314000.0,-2.01,-33563,30970,16324
1694,2015-06-05,1341000.0,0.3,12243,20117,-30644
1695,2015-06-04,1337000.0,5.03,141155,-40575,-113394
1696,2015-06-03,1273000.0,-2.3,-12590,-35279,49344
1697,2015-06-02,1303000.0,0.93,23930,-15014,-13840
1698,2015-06-01,1291000.0,-1.22,-146,-37872,39137
1699,2015-05-29,1307000.0,-0.15,-8616,-31415,38309
1700,2015-05-28,1309000.0,-0.38,10615,-51190,34131
1701,2015-05-27,1314000.0,-3.52,-26458,-49269,85362
1702,2015-05-26,1362000.0,0.89,12905,-1,-20995
1703,2015-05-22,1350000.0,-0.15,-9931,3079,9350
1704,2015-05-21,1352000.0,-1.02,43065,-37945,3208
1705,2015-05-20,1366000.0,2.09,55459,7479,-73152
1706,2015-05-19,1338000.0,1.36,43694,-6436,-24402
1707,2015-05-18,1320000.0,-0.45,-9403,16165,-4160
1708,2015-05-15,1326000.0,-1.04,6743,-49779,40708
1709,2015-05-14,1340000.0,0.53,15633,-10218,-2516
1710,2015-05-13,1333000.0,0.15,441,-32792,28721
1711,2015-05-12,1331000.0,-0.37,17523,-21254,27074
1712,2015-05-11,1336000.0,-0.15,23327,-17916,4711
1713,2015-05-08,1338000.0,-2.34,-42346,-32710,71290
1714,2015-05-07,1370000.0,0.59,-15326,10404,3551
1715,2015-05-06,1362000.0,-2.71,-51135,-34950,100507
1716,2015-05-04,1400000.0,-0.71,2017,-333,-4871
1717,2015-04-30,1410000.0,1.81,22191,-196,-69632
1718,2015-04-29,1385000.0,1.39,5686,-3608,-16645
1719,2015-04-28,1366000.0,-2.08,-47592,-35847,113657
1720,2015-04-27,1395000.0,-1.06,-32091,-73860,101719
1721,2015-04-24,1410000.0,-2.83,46653,-211035,137808
1722,2015-04-23,1451000.0,-0.68,32317,-69391,20964
1723,2015-04-22,1461000.0,1.18,75249,-49965,-60830
1724,2015-04-21,1444000.0,0.98,62665,-104084,-5323
1725,2015-04-20,1430000.0,-1.38,32782,-115130,65551
1726,2015-04-17,1450000.0,-1.83,10054,-54021,31144
1727,2015-04-16,1477000.0,2.14,63787,-61960,-39191
1728,2015-04-15,1446000.0,-1.9,41239,-86254,63092
1729,2015-04-14,1474000.0,-0.34,40307,-57217,6645
1730,2015-04-13,1479000.0,-0.74,17010,-46507,21321
1731,2015-04-10,1490000.0,0.47,16313,296,-20851
1732,2015-04-09,1483000.0,0.27,22089,-15734,-13407
1733,2015-04-08,1479000.0,1.16,200,19122,-16874
1734,2015-04-07,1462000.0,-0.54,866,5966,-6417
1735,2015-04-06,1470000.0,2.51,16151,32940,-57451
1736,2015-04-03,1434000.0,0.0,-28814,43410,-1631
1737,2015-04-02,1434000.0,0.77,-4173,9060,-1077
1738,2015-04-01,1423000.0,-1.25,-6773,18124,-40
1739,2015-03-31,1441000.0,0.91,7816,-20141,-13308
1740,2015-03-30,1428000.0,0.49,6009,10932,2799
1741,2015-03-27,1421000.0,0.0,-55255,57682,20838
1742,2015-03-26,1421000.0,-4.31,-180360,160846,96537
1743,2015-03-25,1485000.0,0.61,-6169,11257,-17466
1744,2015-03-24,1476000.0,0.61,-25465,41321,-3349
1745,2015-03-23,1467000.0,0.2,-16526,22756,14900
1746,2015-03-20,1464000.0,-0.41,-28386,30541,9431
1747,2015-03-19,1470000.0,-2.2,-21485,4350,27057
1748,2015-03-18,1503000.0,0.4,35297,15504,-63938
1749,2015-03-17,1497000.0,1.84,68507,39862,-144204
1750,2015-03-16,1470000.0,0.89,19187,-10025,-18832
1751,2015-03-13,1457000.0,0.69,22459,7067,-30864
1752,2015-03-12,1447000.0,-1.83,-4472,-27070,30178
1753,2015-03-11,1474000.0,3.73,88786,-29827,-98051
1754,2015-03-10,1421000.0,0.07,24118,-8532,-11797
1755,2015-03-09,1420000.0,-1.53,-25743,37062,6820
1756,2015-03-06,1442000.0,1.41,36507,1141,-50885
1757,2015-03-05,1422000.0,-1.04,-5311,12338,-5781
1758,2015-03-04,1437000.0,1.34,28281,-7361,-19239
1759,2015-03-03,1418000.0,-0.35,5030,-1891,1674
1760,2015-03-02,1423000.0,4.86,57017,63002,-145483
1761,2015-02-27,1357000.0,-1.31,12301,-4929,2107
1762,2015-02-26,1375000.0,-0.29,3926,-18543,-577
1763,2015-02-25,1379000.0,0.88,41384,-14415,-7278
1764,2015-02-24,1367000.0,0.0,-12640,19833,-3360
1765,2015-02-23,1367000.0,-0.73,-10885,17635,-2640
1766,2015-02-17,1377000.0,0.22,377,14108,-13584
1767,2015-02-16,1374000.0,0.96,10742,4920,-18673
1768,2015-02-13,1361000.0,1.26,1985,8871,-12231
1769,2015-02-12,1344000.0,-0.81,-26863,5699,28091
1770,2015-02-11,1355000.0,-1.67,-17174,-7851,36672
1771,2015-02-10,1378000.0,-1.22,2583,13466,-14730
1772,2015-02-09,1395000.0,1.68,12845,42049,-58493
1773,2015-02-06,1372000.0,1.03,11939,-7438,-7525
1774,2015-02-05,1358000.0,-0.07,10428,-16377,3259
1775,2015-02-04,1359000.0,-0.51,-22564,18521,10324
1776,2015-02-03,1366000.0,-0.15,-1520,5260,-4377
1777,2015-02-02,1368000.0,0.22,8596,-11138,-963
1778,2015-01-30,1365000.0,0.37,-34630,38907,-3953
1779,2015-01-29,1360000.0,-1.31,-44192,71050,3483
1780,2015-01-28,1378000.0,-1.57,-11068,7552,8375
1781,2015-01-27,1400000.0,0.79,15198,32337,-57116
1782,2015-01-26,1389000.0,0.22,-56834,-4141,-13896
1783,2015-01-23,1386000.0,0.58,-40476,-2204,-27810
1784,2015-01-22,1378000.0,-1.22,-103552,84181,-24196
1785,2015-01-21,1395000.0,1.68,-8583,32212,-102309
1786,2015-01-20,1372000.0,2.16,17502,79511,-107914
1787,2015-01-19,1343000.0,2.05,-3283,35015,-30132
1788,2015-01-16,1316000.0,-1.35,-57261,-19728,-2875
1789,2015-01-15,1334000.0,-0.82,-71115,10355,-15681
1790,2015-01-14,1345000.0,0.45,-4171,10288,-66088
1791,2015-01-13,1339000.0,1.75,-7144,-28117,-26741
1792,2015-01-12,1316000.0,0.15,-39601,2951,-14974
1793,2015-01-09,1314000.0,0.0,-14036,12637,-4550
1794,2015-01-08,1314000.0,0.54,-4440,133,6810
1795,2015-01-07,1307000.0,0.93,-50124,28976,-4470
1796,2015-01-06,1295000.0,-2.85,-102228,26777,39508
1797,2015-01-05,1333000.0,0.23,-53479,12453,-4283
1798,2015-01-02,1330000.0,0.23,26328,-27449,-7894
1799,2014-12-30,1327000.0,-0.15,-21963,-81097,-15155
1800,2014-12-29,1329000.0,-1.7,-30851,-74574,-12320
1801,2014-12-26,1352000.0,0.67,40698,83861,-137230
1802,2014-12-24,1343000.0,0.3,-37014,14868,-60312
1803,2014-12-23,1339000.0,-0.45,-40261,11985,-51888
1804,2014-12-22,1345000.0,1.28,-43464,17993,-69399
1805,2014-12-19,1328000.0,4.9,4606,74468,-82012
1806,2014-12-18,1266000.0,0.0,-81354,14494,-6764
1807,2014-12-17,1266000.0,-1.02,-129769,85516,-7817
1808,2014-12-16,1279000.0,0.47,-114467,62622,-16026
1809,2014-12-15,1273000.0,-1.01,-122213,49147,13086
1810,2014-12-12,1286000.0,-1.46,-130976,52756,-6498
1811,2014-12-11,1305000.0,-0.91,-150318,93991,-26826
1812,2014-12-10,1317000.0,-2.37,-90227,56978,-25331
1813,2014-12-09,1349000.0,2.27,36649,52205,-116190
1814,2014-12-08,1319000.0,1.31,35485,37587,-83093
1815,2014-12-05,1302000.0,0.15,-34933,7739,-18746
1816,2014-12-04,1300000.0,0.15,8545,14394,-45001
1817,2014-12-03,1298000.0,0.23,20180,-11122,-26780
1818,2014-12-02,1295000.0,0.0,-13383,-10847,-28891
1819,2014-12-01,1295000.0,0.62,61485,-14708,-62320
1820,2014-11-28,1287000.0,1.82,40405,-13361,-47875
1821,2014-11-27,1264000.0,5.25,7963,193554,-195405
1822,2014-11-26,1201000.0,0.92,-64512,91684,-13585
1823,2014-11-25,1190000.0,-2.46,-84663,39008,52790
1824,2014-11-24,1220000.0,-0.25,-29293,27337,7081
1825,2014-11-21,1223000.0,1.07,-4123,15645,-11355
1826,2014-11-20,1210000.0,-0.66,13511,-18609,1710
1827,2014-11-19,1218000.0,-0.16,-20520,27139,-5425
1828,2014-11-18,1220000.0,1.24,-5553,36119,-29633
1829,2014-11-17,1205000.0,0.92,2773,17452,-20405
1830,2014-11-14,1194000.0,-0.5,4016,-32551,28326
1831,2014-11-13,1200000.0,-2.44,19019,-65498,47467
1832,2014-11-12,1230000.0,-0.08,-484,-8437,9549
1833,2014-11-11,1231000.0,-2.92,14139,-16395,28173
1834,2014-11-10,1268000.0,5.14,94865,-3117,-110921
1835,2014-11-07,1206000.0,0.17,364,-9343,2114
1836,2014-11-06,1204000.0,0.17,17659,-29948,11037
1837,2014-11-05,1202000.0,-1.23,-340,-1814,1490
1838,2014-11-04,1217000.0,-1.46,10029,-11527,127
1839,2014-11-03,1235000.0,-0.72,42828,-18792,-28693
1840,2014-10-31,1244000.0,5.33,203520,-100048,-169134
1841,2014-10-30,1181000.0,4.51,172814,-84931,-117737
1842,2014-10-29,1130000.0,3.57,12304,36865,-51123
1843,2014-10-28,1091000.0,-0.37,-1482,-2136,5600
1844,2014-10-27,1095000.0,-1.53,190,-25913,22971
1845,2014-10-24,1112000.0,1.65,51029,-26927,-27850
1846,2014-10-23,1094000.0,-0.91,45768,-48207,-3139
1847,2014-10-22,1104000.0,1.94,73401,-44526,-35401
1848,2014-10-21,1083000.0,-2.08,39534,-51953,8007
1849,2014-10-20,1106000.0,1.56,82250,-81969,-11367
1850,2014-10-17,1089000.0,-2.33,-21500,-240,20414
1851,2014-10-16,1115000.0,-0.89,41306,-47148,3718
1852,2014-10-15,1125000.0,-0.18,10010,-14053,2921
1853,2014-10-14,1127000.0,1.71,41049,-279,-47191
1854,2014-10-13,1108000.0,0.27,3967,20529,-20046
1855,2014-10-10,1105000.0,-2.21,-8656,-21759,30476
1856,2014-10-08,1130000.0,-2.75,11623,-48401,36617
