,날짜,전월대비 등락률
151,2017-08-31,-0.016448102423411066
152,2017-09-29,0.013236358512198716
153,2017-10-31,0.0538574141732216
154,2017-11-30,-0.01864914649028069
155,2017-12-28,-0.0035859449649677045
156,2018-01-31,0.040109573329504905
157,2018-02-28,-0.0541991130322615
158,2018-03-30,0.007617324754510123
159,2018-04-30,0.02842765598058414
160,2018-05-31,-0.03672203696866426
161,2018-06-29,-0.03998337875727394
162,2018-07-31,-0.01327091546992662
163,2018-08-31,0.012033439753823505
164,2018-09-28,0.00869187670712835
165,2018-10-31,-0.13374765491864046
166,2018-11-30,0.03309380642103731
167,2018-12-28,-0.026620787987619604
168,2019-01-31,0.08025813088360187
169,2019-02-28,-0.004267934704496678
170,2019-03-29,-0.024947172773110815
171,2019-04-30,0.029392745407714985
