,날짜,전월대비 등락률
178,2019-11-30,0.4050914815597008
179,2019-12-31,3.9795976901602352
180,2020-01-31,-2.581867164405534
181,2020-02-29,-5.497850411276974
182,2020-03-31,-12.377965653105347
183,2020-04-30,8.020448639037054
184,2020-05-31,8.953924563541685
185,2020-06-30,2.094349855695663
186,2020-07-31,6.689654845304101
187,2020-08-31,3.4142893343469587
188,2020-09-30,1.3683436722165587
189,2020-10-31,-2.4529262086514056
190,2020-11-30,12.659119365609362
191,2020-12-31,13.62654070866809
192,2021-01-31,3.8064833839936285
193,2021-02-28,-0.41419518211829454
194,2021-03-31,0.5765686445216183
195,2021-04-30,2.82352633745125
196,2021-05-31,1.7808924157999384
197,2021-06-30,2.8952033758645586
198,2021-07-31,-2.233762451921323
199,2021-08-31,-0.737502482128673
200,2021-09-30,-4.077492678017167
201,2021-10-31,-2.9288130291121703
202,2021-11-30,-4.697308438572104
203,2021-12-31,5.275078284331501
204,2022-01-31,-9.40018803721932
205,2022-02-28,-0.31907586176334934
206,2022-03-31,2.1662134426010957
