,종가,등락율,날짜,개인순매수,외국인순매수,기관순매수
0,2657.13,-0.0176,2022-04-25,10221,-6542,-3825
1,2704.71,-0.0086,2022-04-22,8362,-1556,-6975
2,2728.21,0.0034999999999999996,2022-04-21,-5667,-597,6366
3,2718.69,-0.0001,2022-04-20,738,948,-1612
4,2718.89,0.0095,2022-04-19,-3431,331,3364
5,2693.21,-0.0011,2022-04-18,1020,-947,-188
6,2696.06,-0.0076,2022-04-15,7486,-3181,-4426
7,2716.71,0.0001,2022-04-14,898,-2528,1547
8,2716.49,0.018600000000000002,2022-04-13,-5842,-649,6393
9,2666.76,-0.0098,2022-04-12,5614,-4657,-1203
10,2693.1,-0.0027,2022-04-11,1259,-1343,18
11,2700.39,0.0017000000000000001,2022-04-08,4234,-4544,98
12,2695.86,-0.0143,2022-04-07,12799,-7683,-5203
13,2735.03,-0.0088,2022-04-06,11402,-5836,-5658
14,2759.2,0.0005,2022-04-05,2382,144,-2478
15,2757.9,0.0066,2022-04-04,-26,223,136
16,2739.85,-0.006500000000000001,2022-04-01,8460,-681,-7830
17,2757.65,0.004,2022-03-31,-128,-1743,1887
18,2746.74,0.0021,2022-03-30,-1380,-96,1593
19,2741.07,0.0042,2022-03-29,-85,-2799,3266
20,2729.56,-0.0002,2022-03-28,1921,-2628,676
21,2729.98,0.0001,2022-03-25,6634,-5517,-1278
22,2729.66,-0.002,2022-03-24,5091,10162,-15859
23,2735.05,0.0092,2022-03-23,-2985,572,2355
24,2710.0,0.0089,2022-03-22,-1855,2198,-323
25,2686.05,-0.0077,2022-03-21,8060,-4898,-3346
26,2707.02,0.0046,2022-03-18,1353,-1021,-143
27,2694.51,0.013300000000000001,2022-03-17,-6954,4639,2504
28,2659.23,0.0144,2022-03-16,-2363,-1341,3656
29,2621.53,-0.0091,2022-03-15,5986,-6753,478
30,2645.65,-0.0059,2022-03-14,6250,-6399,55
31,2661.28,-0.0070999999999999995,2022-03-11,10294,-6861,-3710
32,2680.32,0.022099999999999998,2022-03-10,-3525,-4270,7645
33,2622.4,-0.0109,2022-03-08,7320,-4736,-2914
34,2651.31,-0.0229,2022-03-07,21153,-11815,-9598
35,2713.43,-0.012199999999999999,2022-03-04,9868,-5869,-4256
36,2747.08,0.0161,2022-03-03,-3912,1331,2591
37,2703.52,0.0016,2022-03-02,4264,-3064,-1322
38,2699.18,0.0084,2022-02-28,2908,966,-3801
39,2676.76,0.0106,2022-02-25,-852,-1230,1942
40,2648.8,-0.026000000000000002,2022-02-24,10998,-6669,-4826
41,2719.53,0.004699999999999999,2022-02-23,634,-2667,1896
42,2706.79,-0.013500000000000002,2022-02-22,6714,-3266,-3823
43,2743.8,-0.0003,2022-02-21,1016,-634,-896
44,2744.52,0.0002,2022-02-18,422,-1514,1040
45,2744.09,0.0053,2022-02-17,-10983,6493,4345
46,2729.68,0.0199,2022-02-16,-2080,-445,2254
47,2676.54,-0.0103,2022-02-15,1705,-2192,342
48,2704.48,-0.015700000000000002,2022-02-14,-1893,667,961
49,2747.71,-0.0087,2022-02-11,706,6103,-6953
50,2771.93,0.0011,2022-02-10,-3068,8345,-5419
51,2768.85,0.008100000000000001,2022-02-09,-4601,2396,1970
52,2746.47,0.0005,2022-02-08,456,-961,394
53,2745.06,-0.0019,2022-02-07,8109,-69,-8325
54,2750.26,0.015700000000000002,2022-02-04,-4149,1904,2144
55,2707.82,0.0167,2022-02-03,-1339,838,497
56,2663.34,0.0187,2022-01-28,2735,-7010,3923
57,2614.49,-0.035,2022-01-27,-1393,-17056,18478
58,2709.24,-0.0040999999999999995,2022-01-26,2218,-2417,-158
59,2720.39,-0.0256,2022-01-25,5733,-4310,-1681
60,2792.0,-0.0149,2022-01-24,-1377,-4362,5936
61,2834.29,-0.009899999999999999,2022-01-21,8958,-2205,-6434
62,2862.68,0.0072,2022-01-20,1461,-2774,1091
63,2842.28,-0.0077,2022-01-19,-294,347,-119
64,2864.24,-0.0089,2022-01-18,1999,157,-2274
65,2890.1,-0.0109,2022-01-17,4814,-6888,1782
66,2921.92,-0.013600000000000001,2022-01-14,8069,-2451,-5953
67,2962.09,-0.0034999999999999996,2022-01-13,-935,3697,-3031
68,2972.48,0.0154,2022-01-12,-10728,4551,6055
69,2927.38,0.0002,2022-01-11,-2189,4828,-2619
70,2926.72,-0.0095,2022-01-10,5729,-820,-4999
71,2954.89,0.0118,2022-01-07,-2442,6554,-3357
72,2920.53,-0.0113,2022-01-06,2847,1812,-4855
73,2953.97,-0.0118,2022-01-05,6984,6175,-13222
74,2989.24,0.0002,2022-01-04,6457,904,-7453
75,2988.77,0.0037,2022-01-03,5230,2654,-8110
76,2977.65,-0.0052,2021-12-30,9536,-2138,-7606
77,2993.29,-0.0089,2021-12-29,18519,-1223,-17360
78,3020.24,0.0069,2021-12-28,-19976,4489,15189
79,2999.55,-0.0043,2021-12-27,-5443,486,4362
80,3012.43,0.0048,2021-12-24,-11324,1894,9161
81,2998.17,0.0046,2021-12-23,-8209,2261,5787
82,2984.48,0.0032,2021-12-22,-4998,4160,613
83,2975.03,0.0040999999999999995,2021-12-21,-6476,293,6018
84,2963.0,-0.0181,2021-12-20,10860,-5544,-5749
85,3017.73,0.0038,2021-12-17,-5272,5319,-138
86,3006.41,0.005699999999999999,2021-12-16,-1692,1835,-515
87,2989.39,0.0005,2021-12-15,1668,-225,-1700
88,2987.95,-0.0046,2021-12-14,-376,1834,-1878
89,3001.66,-0.0028000000000000004,2021-12-13,-3683,-1385,4688
90,3010.23,-0.0064,2021-12-10,150,-2887,2395
91,3029.57,0.009300000000000001,2021-12-09,-5076,3261,6368
92,3001.8,0.0034000000000000002,2021-12-08,-6862,-789,8027
93,2991.72,0.0062,2021-12-07,-1396,2074,-757
94,2973.25,0.0017000000000000001,2021-12-06,-1679,20,1521
95,2968.33,0.0078000000000000005,2021-12-03,-2655,1515,887
96,2945.27,0.015700000000000002,2021-12-02,-9199,8851,29
97,2899.72,0.021400000000000002,2021-12-01,-10107,9423,-1110
98,2839.01,-0.0242,2021-11-30,7338,-1332,-6400
99,2909.32,-0.0092,2021-11-29,-7619,396,7143
100,2936.44,-0.0147,2021-11-26,4881,-1769,-3710
101,2980.27,-0.004699999999999999,2021-11-25,2012,-946,-1504
102,2994.29,-0.001,2021-11-24,2394,3178,-5931
103,2997.33,-0.0053,2021-11-23,3802,2799,-6961
104,3013.25,0.014199999999999999,2021-11-22,-13692,7957,5671
105,2971.02,0.008,2021-11-19,-3542,2328,750
106,2947.38,-0.0051,2021-11-18,2213,-457,-1974
107,2962.42,-0.0116,2021-11-17,7260,1097,-8757
108,2997.21,-0.0008,2021-11-16,-1456,6488,-5171
109,2999.52,0.0103,2021-11-15,-8137,3983,4147
110,2968.8,0.015,2021-11-12,-10402,4271,5945
111,2924.92,-0.0018,2021-11-11,1314,885,-2426
112,2930.17,-0.0109,2021-11-10,2341,-177,-2350
113,2962.46,0.0008,2021-11-09,-1565,-1373,2740
114,2960.2,-0.0031,2021-11-08,3642,-1174,-2761
115,2969.27,-0.004699999999999999,2021-11-05,3262,1023,-4450
116,2983.22,0.0025,2021-11-04,-6954,3474,3374
117,2975.71,-0.0125,2021-11-03,8392,-4444,-4204
118,3013.49,0.0116,2021-11-02,-10753,3166,7654
119,2978.94,0.0028000000000000004,2021-11-01,-2657,-3586,6368
120,2970.68,-0.0129,2021-10-29,12566,-8005,-4759
121,3009.55,-0.0053,2021-10-28,3401,-2484,-1145
122,3025.49,-0.0077,2021-10-27,6142,-2845,-3491
123,3049.08,0.009399999999999999,2021-10-26,-4752,1061,3474
124,3020.54,0.0048,2021-10-25,-3046,364,2588
125,3006.16,-0.0004,2021-10-22,-674,-1080,1855
126,3007.33,-0.0019,2021-10-21,-1598,529,1181
127,3013.13,-0.0053,2021-10-20,2833,-689,-2114
128,3029.04,0.0074,2021-10-19,-3276,1455,1838
129,3006.68,-0.0028000000000000004,2021-10-18,4241,393,-4885
130,3015.06,0.0088,2021-10-15,-3003,863,2134
131,2988.64,0.015,2021-10-14,-1151,-3849,5037
132,2944.41,0.0096,2021-10-13,-5332,-2711,7724
133,2916.38,-0.013500000000000002,2021-10-12,9793,-8206,-1999
134,2956.3,-0.0011,2021-10-08,4617,-463,-4527
135,2959.46,0.0176,2021-10-07,-5317,-1071,6143
136,2908.31,-0.0182,2021-10-06,1718,-2760,834
137,2962.17,-0.0189,2021-10-05,3530,-6232,2362
138,3019.18,-0.016200000000000003,2021-10-01,7609,-3000,-4873
139,3068.82,0.0028000000000000004,2021-09-30,1435,390,-2178
140,3060.27,-0.012199999999999999,2021-09-29,9604,-6598,-3126
141,3097.92,-0.011399999999999999,2021-09-28,5611,60,-5516
142,3133.64,0.0027,2021-09-27,-3416,3394,83
143,3125.24,-0.0007000000000000001,2021-09-24,2483,835,-3419
144,3127.58,-0.0040999999999999995,2021-09-23,-3106,5709,-2361
145,3140.51,0.0033,2021-09-17,2231,531,-3020
146,3130.09,-0.0074,2021-09-16,4593,260,-5160
147,3153.4,0.0015,2021-09-15,-1846,2940,-1406
148,3148.83,0.0067,2021-09-14,-12951,2939,7637
149,3127.86,0.0007000000000000001,2021-09-13,-3355,1445,1996
150,3125.76,0.0036,2021-09-10,2791,-5174,2383
151,3114.7,-0.015300000000000001,2021-09-09,12028,-3173,-9315
152,3162.99,-0.0077,2021-09-08,4269,-2229,-1831
153,3187.42,-0.005,2021-09-07,4337,-3105,-1203
154,3203.33,0.0007000000000000001,2021-09-06,-966,623,457
155,3201.06,0.0079,2021-09-03,-4695,5845,-766
156,3175.85,-0.0097,2021-09-02,9412,5495,-14902
157,3207.02,0.0024,2021-09-01,-1030,748,-316
158,3199.27,0.0175,2021-08-31,-9938,11233,-1347
159,3144.19,0.0033,2021-08-30,-577,-2366,2526
160,3133.9,0.0017000000000000001,2021-08-27,-3440,-3708,7321
161,3128.53,-0.0058,2021-08-26,4400,-3632,-814
162,3146.81,0.0027,2021-08-25,-267,1634,3450
163,3138.3,0.015600000000000001,2021-08-24,-3532,1536,2315
164,3090.21,0.0097,2021-08-23,-5764,-303,6096
165,3060.51,-0.012,2021-08-20,2712,-2538,-163
166,3097.83,-0.019299999999999998,2021-08-19,8025,-2666,-3297
167,3158.93,0.005,2021-08-18,-1288,-2594,4100
168,3143.09,-0.0089,2021-08-17,5870,-4209,-1276
169,3171.29,-0.0116,2021-08-13,28040,-26926,-1655
170,3208.38,-0.0038,2021-08-12,18308,-18823,523
171,3220.62,-0.006999999999999999,2021-08-11,17856,-16134,-1925
172,3243.19,-0.0053,2021-08-10,15415,-6373,-3833
173,3260.42,-0.003,2021-08-09,9497,-2005,-7527
174,3270.36,-0.0018,2021-08-06,1912,569,-2344
175,3276.13,-0.0013,2021-08-05,-2521,673,1845
176,3280.38,0.0134,2021-08-04,-17766,9075,8893
177,3237.14,0.0044,2021-08-03,-6700,6629,-348
178,3223.04,0.006500000000000001,2021-08-02,-4877,-1472,6254
179,3202.32,-0.0124,2021-07-30,12548,-7118,-5712
180,3242.65,0.0018,2021-07-29,-175,-2261,2584
181,3236.86,0.0013,2021-07-28,1396,-4211,3001
182,3232.53,0.0024,2021-07-27,-2760,429,2237
183,3224.95,-0.0091,2021-07-26,7241,-3754,-3382
184,3254.42,0.0013,2021-07-23,-882,1119,-146
185,3250.21,0.010700000000000001,2021-07-22,-8792,581,8161
186,3215.91,-0.0052,2021-07-21,7366,-4923,-2814
187,3232.7,-0.0034999999999999996,2021-07-20,370,-1807,1521
188,3244.04,-0.01,2021-07-19,9359,-4543,-4558
189,3276.91,-0.0028000000000000004,2021-07-16,6936,-899,-5716
190,3286.22,0.0066,2021-07-15,-3398,1003,2075
191,3264.81,-0.002,2021-07-14,6056,-2726,-3159
192,3271.38,0.0077,2021-07-13,-5620,2713,3061
193,3246.47,0.0089,2021-07-12,-2296,394,2183
194,3217.95,-0.010700000000000001,2021-07-09,18006,-13332,-5083
195,3252.68,-0.009899999999999999,2021-07-08,10942,-4985,-6255
196,3285.34,-0.006,2021-07-07,11631,-3382,-8346
197,3305.21,0.0036,2021-07-06,-2929,2240,696
198,3293.21,0.0034999999999999996,2021-07-05,-2633,8,2634
199,3281.78,-0.0001,2021-07-02,3534,-1212,-2226
200,3282.06,-0.0044,2021-07-01,12660,-4056,-8303
201,3296.68,0.003,2021-06-30,310,39,-506
202,3286.68,-0.0046,2021-06-29,12320,708,-8929
203,3301.89,-0.0003,2021-06-28,3988,-849,-3055
204,3302.84,0.0051,2021-06-25,-8190,2451,5885
205,3286.1,0.003,2021-06-24,-459,-1028,1349
206,3276.19,0.0038,2021-06-23,828,-98,-294
207,3263.88,0.0070999999999999995,2021-06-22,-3826,3625,-71
208,3240.79,-0.0083,2021-06-21,19770,-8920,-10824
209,3267.93,0.0009,2021-06-18,8859,-7071,-1789
210,3264.96,-0.0042,2021-06-17,10356,-3126,-7132
211,3278.68,0.0062,2021-06-16,-3259,2866,327
212,3258.63,0.002,2021-06-15,1994,-1190,-360
213,3252.13,0.0009,2021-06-14,3515,-103,-3330
214,3249.32,0.0077,2021-06-11,-4713,1764,2667
215,3224.64,0.0026,2021-06-10,3875,7177,-11250
216,3216.18,-0.0097,2021-06-09,7871,-3295,-4585
217,3247.83,-0.0013,2021-06-08,-447,-2060,2619
218,3252.12,0.0037,2021-06-07,613,-1833,1216
219,3240.08,-0.0023,2021-06-04,4698,1756,-6585
220,3247.43,0.0072,2021-06-03,-6836,2363,4482
221,3224.23,0.0007000000000000001,2021-06-02,3109,363,-3155
222,3221.87,0.005600000000000001,2021-06-01,-6218,-539,6778
223,3203.92,0.0048,2021-05-31,2477,5192,-7741
224,3188.73,0.0073,2021-05-28,-8948,1447,7371
225,3165.51,-0.0009,2021-05-27,155,-2448,2354
226,3168.43,-0.0009,2021-05-26,-2398,-187,2870
227,3171.32,0.0086,2021-05-25,-9679,683,8838
228,3144.3,-0.0038,2021-05-24,1760,-2233,370
229,3156.42,-0.0019,2021-05-21,594,-1351,568
230,3162.28,-0.0034000000000000002,2021-05-20,8222,-5115,-2818
231,3173.05,0.0123,2021-05-18,-6398,-3473,9741
232,3134.52,-0.006,2021-05-17,7197,-6000,-1444
233,3153.32,0.01,2021-05-14,4044,-4190,393
234,3122.11,-0.0125,2021-05-13,14425,-14298,24
235,3161.66,-0.0149,2021-05-12,29895,-27005,-2574
236,3209.43,-0.0123,2021-05-11,35602,-20222,-13513
237,3249.3,0.0163,2021-05-10,-11984,2357,9705
238,3197.2,0.0058,2021-05-07,-1457,-1950,3482
239,3178.74,0.01,2021-05-06,-896,-984,2001
240,3147.37,0.0064,2021-05-04,-1194,-730,1679
241,3127.2,-0.0066,2021-05-03,5877,-4404,-1391
242,3147.86,-0.0083,2021-04-30,7876,-5628,-1934
243,3174.07,-0.0023,2021-04-29,348,-192,-115
244,3181.47,-0.0106,2021-04-28,10572,-5929,-4347
245,3215.42,-0.0007000000000000001,2021-04-27,4484,-1667,-1064
246,3217.53,0.009899999999999999,2021-04-26,-3385,3922,-462
247,3186.1,0.0027,2021-04-23,2268,-240,-2123
248,3177.52,0.0018,2021-04-22,3527,-1532,-2329
249,3171.66,-0.0152,2021-04-21,27116,-14286,-12837
250,3220.7,0.0068000000000000005,2021-04-20,-3902,3281,463
251,3198.84,0.0001,2021-04-19,3955,-3201,-1314
252,3198.62,0.0013,2021-04-16,4701,2765,-4674
253,3194.33,0.0038,2021-04-15,2849,2632,-5045
254,3182.38,0.0042,2021-04-14,-3003,1050,1780
255,3169.08,0.010700000000000001,2021-04-13,-4648,4427,87
256,3135.59,0.0012,2021-04-12,6878,-3247,-3862
257,3131.88,-0.0036,2021-04-09,7190,-1525,-5762
258,3143.26,0.0019,2021-04-08,3641,1079,-4821
259,3137.41,0.0033,2021-04-07,-219,3242,-3267
260,3127.08,0.002,2021-04-06,-378,5817,-5133
261,3120.83,0.0026,2021-04-05,2129,1706,-3812
262,3112.8,0.008199999999999999,2021-04-02,-9488,5634,3715
263,3087.4,0.0085,2021-04-01,-4155,5748,-1617
264,3061.42,-0.0028000000000000004,2021-03-31,6435,-2938,-3488
265,3070.0,0.011200000000000002,2021-03-30,-6048,3467,2539
266,3036.04,-0.0016,2021-03-29,6592,496,-7031
267,3041.01,0.0109,2021-03-26,-4195,2957,1389
268,3008.33,0.004,2021-03-25,1725,-827,-1273
269,2996.35,-0.0028000000000000004,2021-03-24,8963,-4780,-4335
270,3004.74,-0.0101,2021-03-23,10170,-4769,-5409
271,3035.46,-0.0013,2021-03-22,5831,-5465,-339
272,3039.53,-0.0086,2021-03-19,16029,-5806,-10018
273,3066.01,0.0060999999999999995,2021-03-18,-6174,4823,1344
274,3047.5,-0.0064,2021-03-17,10483,-5240,-5339
275,3067.17,0.006999999999999999,2021-03-16,-2340,-262,2491
276,3045.71,-0.0028000000000000004,2021-03-15,5105,-2133,-3002
277,3054.39,0.013500000000000002,2021-03-12,-5997,4070,1833
278,3013.7,0.018799999999999997,2021-03-11,-11110,17069,-5917
279,2958.12,-0.006,2021-03-10,4006,4803,-8891
280,2976.12,-0.0067,2021-03-09,3631,-5305,2920
281,2996.11,-0.01,2021-03-08,5253,-1258,-3777
282,3026.26,-0.005699999999999999,2021-03-05,11931,-3734,-8043
283,3043.49,-0.0128,2021-03-04,21992,-9293,-12840
284,3082.99,0.0129,2021-03-03,-6631,-119,6896
285,3043.87,0.0103,2021-03-02,-6249,2081,4371
286,3012.95,-0.027999999999999997,2021-02-26,37785,-28174,-10301
287,3099.69,0.035,2021-02-25,-19361,9701,9749
288,2994.98,-0.0245,2021-02-24,5614,6366,-825
289,3070.09,-0.0031,2021-02-23,773,-2955,3387
290,3079.75,-0.009000000000000001,2021-02-22,7497,-3155,-4601
291,3107.62,0.0068000000000000005,2021-02-19,3742,-2981,-656
292,3086.66,-0.015,2021-02-18,14677,-8571,-6130
293,3133.73,-0.009300000000000001,2021-02-17,18107,-4815,-13465
294,3163.25,0.0052,2021-02-16,4226,2416,-6685
295,3147.0,0.015,2021-02-15,-3526,7317,-4193
296,3100.58,0.0052,2021-02-10,1302,7520,-9166
297,3084.67,-0.0021,2021-02-09,487,-2223,1568
298,3091.24,-0.009399999999999999,2021-02-08,847,-3584,2805
299,3120.63,0.010700000000000001,2021-02-05,-4021,1900,2343
300,3087.55,-0.013500000000000002,2021-02-04,24704,-6394,-18357
301,3129.68,0.0106,2021-02-03,1239,4265,-5740
302,3096.81,0.0132,2021-02-02,-1883,1966,-131
303,3056.53,0.027000000000000003,2021-02-01,-7825,1319,6892
304,2976.21,-0.030299999999999997,2021-01-29,16971,-14220,-2544
305,3069.05,-0.0171,2021-01-28,19294,-15670,-3794
306,3122.56,-0.005699999999999999,2021-01-27,10604,-6216,-3961
307,3140.31,-0.021400000000000002,2021-01-26,42050,-19699,-22520
308,3208.99,0.0218,2021-01-25,-5712,2793,3688
309,3140.63,-0.0064,2021-01-22,16083,-2680,-13648
310,3160.84,0.0149,2021-01-21,-625,3683,-2927
311,3114.55,0.0070999999999999995,2021-01-20,14368,-2368,-12345
312,3092.66,0.026099999999999998,2021-01-19,-10254,4100,5940
313,3013.93,-0.0233,2021-01-18,5143,-2094,-2789
314,3085.9,-0.0203,2021-01-15,21139,-7536,-14147
315,3149.93,0.0005,2021-01-14,7127,6775,-14290
316,3148.29,0.0070999999999999995,2021-01-13,1691,1935,-3725
317,3125.95,-0.0070999999999999995,2021-01-12,23124,-6189,-17239
318,3148.45,-0.0012,2021-01-11,44921,-7176,-37432
319,3152.18,0.0397,2021-01-08,-5591,16435,-11479
320,3031.68,0.021400000000000002,2021-01-07,-11836,1134,10339
321,2968.21,-0.0075,2021-01-06,17293,-3975,-13692
322,2990.57,0.015700000000000002,2021-01-05,7284,-2082,-5363
323,2944.45,0.024700000000000003,2021-01-04,10310,897,-11899
324,2873.47,0.018799999999999997,2020-12-30,-4916,2458,1959
325,2820.51,0.0042,2020-12-29,21969,-3106,-19734
326,2808.6,0.0006,2020-12-28,-9460,780,8303
327,2806.86,0.017,2020-12-24,-8031,1192,6297
328,2759.82,0.0096,2020-12-23,-3859,829,3017
329,2733.68,-0.016200000000000003,2020-12-22,3694,-1696,-2029
330,2778.65,0.0023,2020-12-21,-855,-107,1322
331,2772.18,0.0006,2020-12-18,3898,-1918,-1497
332,2770.43,-0.0005,2020-12-17,3252,-2584,-107
333,2771.79,0.0054,2020-12-16,-2403,934,2127
334,2756.82,-0.0019,2020-12-15,6077,-3736,-2375
335,2762.2,-0.0028000000000000004,2020-12-14,10334,-3589,-7033
336,2770.06,0.0086,2020-12-11,-477,-1627,2101
337,2746.46,-0.0033,2020-12-10,8913,-13636,4441
338,2755.47,0.0202,2020-12-09,-5062,1626,3058
339,2700.93,-0.016200000000000003,2020-12-08,11228,-8450,-2701
340,2745.44,0.0051,2020-12-07,9768,-629,-9237
341,2731.45,0.0131,2020-12-04,-3432,7610,-4101
342,2696.22,0.0076,2020-12-03,1780,2097,-3849
343,2675.9,0.0158,2020-12-02,-2447,5176,-2507
344,2634.25,0.0166,2020-12-01,-3461,735,2676
345,2591.34,-0.016,2020-11-30,22206,-24278,2048
346,2633.45,0.0029,2020-11-27,1945,785,-2794
347,2625.91,0.009399999999999999,2020-11-26,2569,2539,-5188
348,2601.54,-0.0062,2020-11-25,5062,-369,-4001
349,2617.76,0.0058,2020-11-24,-245,7263,-6941
350,2602.59,0.0192,2020-11-23,-8735,9834,-600
351,2553.5,0.0024,2020-11-20,1216,1039,-2264
352,2547.42,0.0007000000000000001,2020-11-19,2017,1063,-3016
353,2545.64,0.0026,2020-11-18,-1268,676,780
354,2539.15,-0.0015,2020-11-17,1531,3575,-5038
355,2543.03,0.0197,2020-11-16,-1539,4617,-2856
356,2493.87,0.0074,2020-11-13,-5896,5215,948
357,2475.62,-0.0040999999999999995,2020-11-12,3537,4912,-8608
358,2485.87,0.013500000000000002,2020-11-11,-11907,8162,4019
359,2452.83,0.0023,2020-11-10,1872,1567,-3283
360,2447.2,0.0127,2020-11-09,-6789,3291,3564
361,2416.5,0.0011,2020-11-06,-7975,7907,-44
362,2413.79,0.024,2020-11-05,-16218,11349,4862
363,2357.32,0.006,2020-11-04,-1661,-2180,3427
364,2343.31,0.018799999999999997,2020-11-03,-6472,2138,4694
365,2300.16,0.0146,2020-11-02,-1086,507,487
366,2267.15,-0.0256,2020-10-30,14140,-9780,-4438
367,2326.67,-0.0079,2020-10-29,9814,-5377,-4755
368,2345.26,0.0062,2020-10-28,1532,133,-1767
369,2330.84,-0.005600000000000001,2020-10-27,1069,1046,-2497
370,2343.91,-0.0072,2020-10-26,-1127,-1437,2718
371,2360.81,0.0024,2020-10-23,-2723,388,2334
372,2355.05,-0.0067,2020-10-22,679,-734,76
373,2370.86,0.0053,2020-10-21,-1283,-246,1426
374,2358.41,0.005,2020-10-20,-2925,437,2605
375,2346.74,0.0022,2020-10-19,-3424,344,2968
376,2341.53,-0.0083,2020-10-16,4892,-1710,-2036
377,2361.21,-0.008100000000000001,2020-10-15,3282,-184,-1169
378,2380.48,-0.009399999999999999,2020-10-14,4128,-345,-3757
379,2403.15,-0.0002,2020-10-13,-332,2137,-1774
380,2403.73,0.0049,2020-10-12,-2360,1392,845
381,2391.96,0.0021,2020-10-08,-1659,7604,-6150
382,2386.94,0.0089,2020-10-07,-3460,-953,4302
383,2365.9,0.0034000000000000002,2020-10-06,-2045,1726,198
384,2358.0,0.0129,2020-10-05,-5500,1740,3852
385,2327.89,0.0086,2020-09-29,-1114,-736,1424
386,2308.08,0.0129,2020-09-28,-1056,-589,1502
387,2278.79,0.0027,2020-09-25,195,-898,728
388,2272.7,-0.0259,2020-09-24,3289,-1922,-1571
389,2333.24,0.0003,2020-09-23,3252,-577,-2804
390,2332.59,-0.023799999999999998,2020-09-22,9913,-143,-7691
391,2389.39,-0.0095,2020-09-21,410,-783,392
392,2412.4,0.0026,2020-09-18,-1405,1473,-158
393,2406.17,-0.012199999999999999,2020-09-17,4587,-1244,-3358
394,2435.92,-0.0031,2020-09-16,1432,1792,-3051
395,2443.58,0.006500000000000001,2020-09-15,-765,2532,-2002
396,2427.91,0.013000000000000001,2020-09-14,-2876,1427,1074
397,2396.69,0.0001,2020-09-11,4533,-1498,-3110
398,2396.48,0.0087,2020-09-10,663,3818,-4721
399,2375.81,-0.0109,2020-09-09,5129,-1116,-4298
400,2401.91,0.0074,2020-09-08,358,-299,-209
401,2384.22,0.0067,2020-09-07,5483,-2508,-2976
402,2368.25,-0.0115,2020-09-04,12854,-4678,-7798
403,2395.9,0.013300000000000001,2020-09-03,-952,1939,-1351
404,2364.37,0.0063,2020-09-02,3342,-2560,-799
405,2349.55,0.0101,2020-09-01,2390,-2058,-566
406,2326.17,-0.011699999999999999,2020-08-31,15696,-16326,-66
407,2353.8,0.004,2020-08-28,1158,-2242,1225
408,2344.45,-0.0105,2020-08-27,4664,-245,-4726
409,2369.32,0.0011,2020-08-26,1929,1910,-4125
410,2366.73,0.0158,2020-08-25,-709,1570,-1233
411,2329.83,0.011000000000000001,2020-08-24,-2600,1976,41
412,2304.59,0.0134,2020-08-21,-1362,1970,-334
413,2274.22,-0.0366,2020-08-20,10739,-2728,-8214
414,2360.54,0.0052,2020-08-19,4584,-2665,-2022
415,2348.24,-0.0246,2020-08-18,-5272,733,4761
416,2407.49,-0.0123,2020-08-14,5963,-4619,-1244
417,2437.53,0.0021,2020-08-13,1543,-3421,1873
418,2432.35,0.005699999999999999,2020-08-12,3509,-1538,-2025
419,2418.67,0.013500000000000002,2020-08-11,-1737,1468,386
420,2386.38,0.0148,2020-08-10,3523,-1278,-2315
421,2351.67,0.0039000000000000003,2020-08-07,8534,-737,-7870
422,2342.61,0.013300000000000001,2020-08-06,-850,1638,-801
423,2311.86,0.013999999999999999,2020-08-05,4315,-516,-3666
424,2279.97,0.0129,2020-08-04,1844,-583,-1488
425,2251.04,0.0007000000000000001,2020-08-03,6237,-2687,-3795
426,2249.37,-0.0078000000000000005,2020-07-31,4716,-556,-3861
427,2267.01,0.0017000000000000001,2020-07-30,64,2247,-2342
428,2263.16,0.0027,2020-07-29,476,2936,-3368
429,2256.99,0.0176,2020-07-28,-10495,13060,-2220
430,2217.86,0.0079,2020-07-27,-2996,1584,1395
431,2200.44,-0.0070999999999999995,2020-07-24,2881,876,-3678
432,2216.19,-0.005600000000000001,2020-07-23,7768,-2039,-5869
433,2228.66,-0.0001,2020-07-22,2604,-11,-2418
434,2228.83,0.0139,2020-07-21,-5677,4448,1435
435,2198.2,-0.0014000000000000002,2020-07-20,4070,-753,-3292
436,2201.19,0.008,2020-07-17,-1121,1128,365
437,2183.76,-0.008199999999999999,2020-07-16,3006,-1336,-1835
438,2201.88,0.0084,2020-07-15,-5996,2687,3347
439,2183.61,-0.0011,2020-07-14,4186,50,-3958
440,2186.06,0.0167,2020-07-13,-2908,1023,2008
441,2150.25,-0.008100000000000001,2020-07-10,10373,-3451,-7078
442,2167.9,0.0042,2020-07-09,3168,101,-2879
443,2158.88,-0.0024,2020-07-08,6229,-3421,-2768
444,2164.17,-0.0109,2020-07-07,8579,-3915,-4594
445,2187.93,0.0165,2020-07-06,-3610,-2574,6232
446,2152.41,0.008,2020-07-03,-884,119,1068
447,2135.37,0.013600000000000001,2020-07-02,-2133,-116,2163
448,2106.7,-0.0008,2020-07-01,88,-1640,1508
449,2108.33,0.0070999999999999995,2020-06-30,-1652,-718,2398
450,2093.48,-0.019299999999999998,2020-06-29,5752,-2287,-3518
451,2134.65,0.0105,2020-06-26,533,616,-1647
452,2112.37,-0.0227,2020-06-25,13013,-2764,-10455
453,2161.51,0.014199999999999999,2020-06-24,-73,3500,-3903
454,2131.24,0.0021,2020-06-23,3504,-528,-2814
455,2126.73,-0.0068000000000000005,2020-06-22,4302,-2533,-1934
