,종가,등락율,날짜,개인순매수,외국인순매수,기관순매수
3245,1092.2,0.0191,2009-03-10,-3561,1770,1791
3246,1071.73,0.0158,2009-03-09,907,-597,-311
3247,1055.03,-0.003,2009-03-06,-1101,-367,1469
3248,1058.18,-0.001,2009-03-05,-78,676,-598
3249,1059.26,0.0329,2009-03-04,-476,-1776,2252
3250,1025.57,0.0066,2009-03-03,-776,-1768,2544
3251,1018.81,-0.0416,2009-03-02,4064,-4087,22
3252,1063.03,0.0078000000000000005,2009-02-27,-846,-35,880
3253,1054.79,-0.0115,2009-02-26,1140,-987,-153
3254,1067.08,0.003,2009-02-25,2212,-487,-1726
3255,1063.88,-0.032400000000000005,2009-02-24,2548,-2988,440
3256,1099.55,0.0315,2009-02-23,165,-121,-44
3257,1065.95,-0.037200000000000004,2009-02-20,3436,-3572,135
3258,1107.1,-0.0055000000000000005,2009-02-19,3643,-1340,-2303
3259,1113.19,-0.0124,2009-02-18,5013,-1722,-3291
3260,1127.19,-0.041100000000000005,2009-02-17,4805,-1748,-3057
3261,1175.47,-0.014199999999999999,2009-02-16,2887,-148,-2738
3262,1192.44,0.010700000000000001,2009-02-13,-557,-1285,1842
3263,1179.84,-0.0087,2009-02-12,6699,-2106,-4593
3264,1190.18,-0.0072,2009-02-11,1435,-1100,-334
3265,1198.87,-0.0032,2009-02-10,568,-2167,1599
3266,1202.69,-0.0063,2009-02-09,-76,475,-399
3267,1210.26,0.0275,2009-02-06,-1524,980,544
3268,1177.88,-0.0146,2009-02-05,-1934,2720,-786
3269,1195.37,0.0277,2009-02-04,-6197,2231,3966
3270,1163.2,0.014199999999999999,2009-02-03,-1568,2356,-788
3271,1146.95,-0.013000000000000001,2009-02-02,1208,2297,-3505
3272,1162.11,-0.0038,2009-01-30,-2624,391,2233
3273,1166.56,0.0074,2009-01-29,-6710,3758,2952
3274,1157.98,0.0591,2009-01-28,-7045,1408,5638
3275,1093.4,-0.020499999999999997,2009-01-23,2705,-1473,-1232
3276,1116.23,0.011399999999999999,2009-01-22,1996,-636,-1360
3277,1103.61,-0.0206,2009-01-21,2901,-2428,-473
3278,1126.81,-0.0207,2009-01-20,1892,-616,-1275
3279,1150.65,0.013600000000000001,2009-01-19,-1308,1630,-322
3280,1135.2,0.0215,2009-01-16,2363,-3075,712
3281,1111.34,-0.0603,2009-01-15,5635,-1782,-3853
3282,1182.68,0.0128,2009-01-14,-65,103,-37
3283,1167.71,0.0095,2009-01-13,2048,313,-2362
3284,1156.75,-0.020499999999999997,2009-01-12,2080,-992,-1088
3285,1180.96,-0.020499999999999997,2009-01-09,2501,-854,-1647
3286,1205.7,-0.0183,2009-01-08,1895,-1326,-569
3287,1228.17,0.028399999999999998,2009-01-07,-5887,5606,281
3288,1194.28,0.0176,2009-01-06,-7514,3683,3830
3289,1173.57,0.013999999999999999,2009-01-05,-2513,3341,-829
3290,1157.4,0.029300000000000003,2009-01-02,-1574,643,931
3291,1124.47,0.0062,2008-12-30,-4856,1917,2939
3292,1117.59,-0.0002,2008-12-29,-1075,451,624
3293,1117.86,-0.009399999999999999,2008-12-26,949,-534,-416
3294,1128.51,-0.0138,2008-12-24,1316,-1013,-303
3295,1144.31,-0.029900000000000003,2008-12-23,1366,-659,-707
3296,1179.61,-0.0012,2008-12-22,1327,189,-1516
3297,1180.97,0.0043,2008-12-19,-2489,2332,157
3298,1175.91,0.0053,2008-12-18,-1743,79,1663
3299,1169.75,0.0070999999999999995,2008-12-17,707,1304,-2011
3300,1161.56,0.0029,2008-12-16,1692,-596,-1095
3301,1158.19,0.0493,2008-12-15,-2732,975,1757
3302,1103.82,-0.0438,2008-12-12,3181,115,-3296
3303,1154.43,0.0075,2008-12-11,-2682,-1152,3834
3304,1145.87,0.0362,2008-12-10,-7920,3360,4560
3305,1105.84,0.0007000000000000001,2008-12-09,-2283,1992,292
3306,1105.05,0.0748,2008-12-08,-7686,1146,6540
3307,1028.13,0.021400000000000002,2008-12-05,-2427,-62,2489
3308,1006.54,-0.0158,2008-12-04,1585,-99,-1486
3309,1022.67,-0.0005,2008-12-03,3353,-1437,-1916
3310,1023.2,-0.0335,2008-12-02,624,-96,-527
3311,1058.62,-0.016200000000000003,2008-12-01,305,338,-644
3312,1076.07,0.0118,2008-11-28,-4741,2756,1985
3313,1063.48,0.0327,2008-11-27,-4507,1939,2568
3314,1029.78,0.0472,2008-11-26,-3182,1185,1997
3315,983.32,0.013600000000000001,2008-11-25,-498,-524,1022
3316,970.14,-0.0335,2008-11-24,1314,-834,-481
3317,1003.73,0.057999999999999996,2008-11-21,-641,63,577
3318,948.69,-0.067,2008-11-20,285,-879,594
3319,1016.82,-0.0187,2008-11-19,2555,-2443,-112
3320,1036.16,-0.0391,2008-11-18,3621,-1642,-1978
3321,1078.32,-0.0091,2008-11-17,1223,-1029,-194
3322,1088.26,-0.0002,2008-11-14,4242,-1367,-2875
3323,1088.44,-0.0315,2008-11-13,4161,-3605,-556
3324,1123.86,-0.0043,2008-11-12,-576,-1784,2359
3325,1128.73,-0.0206,2008-11-11,-348,-976,1324
3326,1152.46,0.0158,2008-11-10,-2041,89,1952
3327,1134.49,0.0387,2008-11-07,36,-276,240
3328,1092.22,-0.0756,2008-11-06,1541,-2830,1289
3329,1181.5,0.024399999999999998,2008-11-05,-2146,671,1476
3330,1153.35,0.0215,2008-11-04,1157,-4507,3351
3331,1129.08,0.0144,2008-11-03,2092,-444,-1648
3332,1113.06,0.026099999999999998,2008-10-31,-2615,3215,-599
3333,1084.72,0.1195,2008-10-30,-2050,272,1777
3334,968.97,-0.0302,2008-10-29,-61,82,-21
3335,999.16,0.0557,2008-10-28,-162,-2821,2983
3336,946.45,0.008199999999999999,2008-10-27,-3546,-3179,6724
3337,938.75,-0.1057,2008-10-24,-794,-2750,3543
3338,1049.71,-0.0748,2008-10-23,1364,-992,-372
3339,1134.59,-0.051399999999999994,2008-10-22,3357,-3569,212
3340,1196.1,-0.0095,2008-10-21,1305,-108,-1197
3341,1207.63,0.022799999999999997,2008-10-20,-561,-3475,4036
3342,1180.67,-0.0273,2008-10-17,5827,-4943,-884
3343,1213.78,-0.0944,2008-10-16,5700,-6198,498
3344,1340.28,-0.02,2008-10-15,2364,-4427,2063
3345,1367.69,0.061399999999999996,2008-10-14,-802,1396,-594
3346,1288.53,0.0379,2008-10-13,1303,-5186,3883
3347,1241.47,-0.041299999999999996,2008-10-10,2912,-4010,1098
3348,1294.89,0.0064,2008-10-09,-160,-845,1005
3349,1286.69,-0.0581,2008-10-08,1543,-447,-1096
3350,1366.1,0.0054,2008-10-07,-123,-1087,1210
3351,1358.75,-0.0429,2008-10-06,4070,-2481,-1589
3352,1419.65,-0.0139,2008-10-02,2249,-3243,994
3353,1439.67,-0.0058,2008-10-01,3505,-1073,-2432
3354,1448.06,-0.005699999999999999,2008-09-30,-753,-1044,1797
3355,1456.36,-0.013500000000000002,2008-09-29,3776,4700,-8476
3356,1476.33,-0.0168,2008-09-26,2431,-1679,-752
3357,1501.63,0.0038,2008-09-25,1309,-2318,1009
3358,1495.98,0.009899999999999999,2008-09-24,-85,422,-338
3359,1481.37,0.0144,2008-09-23,-393,-2823,3216
3360,1460.34,0.0031,2008-09-22,-3810,2146,1664
3361,1455.78,0.0455,2008-09-19,-8097,2471,5626
3362,1392.42,-0.023,2008-09-18,3559,-4983,1424
3363,1425.26,0.027000000000000003,2008-09-17,662,1159,-1820
3364,1387.75,-0.061,2008-09-16,-2603,-6054,8657
3365,1477.92,0.024,2008-09-12,-1450,-3928,5378
3366,1443.24,-0.0148,2008-09-11,5149,1135,-6284
3367,1464.98,0.0072,2008-09-10,142,-5513,5371
3368,1454.5,-0.015,2008-09-09,2306,-2062,-244
3369,1476.65,0.051500000000000004,2008-09-08,-1400,97,1302
3370,1404.38,-0.0155,2008-09-05,1050,-2526,1476
3371,1426.43,-0.0003,2008-09-04,1889,-3015,1126
3372,1426.89,0.013999999999999999,2008-09-03,-1339,-80,1420
3373,1407.14,-0.0052,2008-09-02,-4246,-2526,6773
3374,1414.43,-0.0406,2008-09-01,-3617,-277,3893
3375,1474.24,0.0001,2008-08-29,-2148,-2391,4539
3376,1474.15,-0.0132,2008-08-28,352,-544,192
3377,1493.92,0.0025,2008-08-27,-1708,-2871,4579
3378,1490.25,-0.0079,2008-08-26,-1275,-3276,4550
3379,1502.11,0.0034999999999999996,2008-08-25,-1263,-991,2254
3380,1496.91,-0.0104,2008-08-22,-401,-2760,3162
3381,1512.59,-0.0183,2008-08-21,1443,-1557,115
3382,1540.71,-0.0005,2008-08-20,1686,-4324,2637
3383,1541.41,-0.0168,2008-08-19,2071,-3666,1595
3384,1567.71,-0.0028000000000000004,2008-08-18,763,32,-794
3385,1572.19,0.0060999999999999995,2008-08-14,-68,626,-558
3386,1562.72,-0.0091,2008-08-13,2193,-56,-2137
3387,1577.12,-0.0025,2008-08-12,-2479,1606,873
3388,1581.09,0.0079,2008-08-11,-2051,-1171,3222
3389,1568.72,0.003,2008-08-08,-286,-397,683
3390,1564.0,-0.009300000000000001,2008-08-07,269,357,-626
3391,1578.71,0.0281,2008-08-06,-1770,-786,2556
3392,1535.54,-0.0049,2008-08-05,-342,-5730,6072
3393,1543.05,-0.0195,2008-08-04,3338,-953,-2384
3394,1573.77,-0.0131,2008-08-01,1342,-1147,-195
3395,1594.67,0.0108,2008-07-31,-1579,847,732
3396,1577.7,0.0067,2008-07-30,349,-2610,2261
3397,1567.2,-0.0195,2008-07-29,2919,-1522,-1397
3398,1598.29,0.0002,2008-07-28,2301,-2602,301
3399,1597.93,-0.0173,2008-07-25,1071,-1813,741
3400,1626.14,0.0216,2008-07-24,-2821,1662,1160
3401,1591.76,0.0196,2008-07-23,-1312,-2793,4106
3402,1561.23,-0.0011,2008-07-22,-116,-2001,2117
3403,1562.92,0.0351,2008-07-21,-3455,-2056,5511
3404,1509.99,-0.0102,2008-07-18,1243,-1805,561
3405,1525.56,0.012,2008-07-17,1942,-1338,-605
3406,1507.4,-0.0013,2008-07-16,1697,-4374,2678
3407,1509.33,-0.0316,2008-07-15,1683,-2475,792
3408,1558.62,-0.005699999999999999,2008-07-14,1323,-2261,938
3409,1567.51,0.0196,2008-07-11,1150,-3278,2129
3410,1537.43,0.011899999999999999,2008-07-10,-194,-2611,2805
3411,1519.38,-0.0092,2008-07-09,505,-1814,1308
3412,1533.47,-0.029300000000000003,2008-07-08,-892,-2630,3522
3413,1579.72,0.0011,2008-07-07,-1555,-1167,2723
3414,1577.94,-0.0178,2008-07-04,561,-2658,2097
3415,1606.54,-0.0105,2008-07-03,-2461,-4435,6896
3416,1623.6,-0.025699999999999997,2008-07-02,-1641,-4219,5860
3417,1666.46,-0.0051,2008-07-01,-1108,-1483,2591
3418,1674.92,-0.005699999999999999,2008-06-30,-2822,-1491,4313
3419,1684.45,-0.019299999999999998,2008-06-27,181,-4113,3932
3420,1717.66,-0.0001,2008-06-26,-222,-193,414
3421,1717.79,0.0040999999999999995,2008-06-25,243,-3022,2779
3422,1710.84,-0.0028000000000000004,2008-06-24,1247,-3692,2444
3423,1715.59,-0.0089,2008-06-23,634,-4010,3376
3424,1731.0,-0.005600000000000001,2008-06-20,1272,-1871,599
3425,1740.72,-0.018799999999999997,2008-06-19,3048,-2578,-471
3426,1774.13,0.0134,2008-06-18,-1084,-2179,3262
3427,1750.71,-0.005699999999999999,2008-06-17,892,-1953,1061
3428,1760.82,0.0077,2008-06-16,740,-621,-119
3429,1747.35,0.0046,2008-06-13,45,-3417,3372
3430,1739.36,-0.023700000000000002,2008-06-12,5551,-9690,4139
3431,1781.67,0.0040999999999999995,2008-06-11,1999,-3078,1079
3432,1774.38,-0.0191,2008-06-10,3149,-2763,-386
3433,1808.96,-0.0127,2008-06-09,119,-1593,1474
3434,1832.31,-0.0008,2008-06-05,748,1226,-1974
3435,1833.81,0.0079,2008-06-04,-609,-2166,2775
3436,1819.39,-0.0152,2008-06-03,2459,-1654,-805
3437,1847.53,-0.0024,2008-06-02,634,1175,-1809
3438,1852.02,0.0059,2008-05-30,-1918,2335,-417
3439,1841.22,0.0197,2008-05-29,-6001,757,5244
3440,1805.64,-0.010700000000000001,2008-05-28,800,3539,-4339
3441,1825.23,0.0137,2008-05-27,-1020,-206,1226
3442,1800.58,-0.015,2008-05-26,545,-1326,781
3443,1827.94,-0.0040999999999999995,2008-05-23,1766,276,-2041
3444,1835.42,-0.006500000000000001,2008-05-22,4020,-1780,-2240
3445,1847.51,-0.0137,2008-05-21,1153,1395,-2547
3446,1873.15,-0.006500000000000001,2008-05-20,2663,-1978,-686
3447,1885.37,-0.0019,2008-05-19,1246,-571,-675
3448,1888.88,0.0017000000000000001,2008-05-16,-1126,4473,-3347
3449,1885.71,0.022799999999999997,2008-05-15,-7160,3217,3943
3450,1843.75,0.0005,2008-05-14,1306,-24,-1282
3451,1842.8,0.0105,2008-05-13,-1485,512,973
3452,1823.7,-0.0131,2008-05-09,4569,1256,-5825
3453,1848.0,-0.0032,2008-05-08,1285,-3329,2044
3454,1854.01,-0.0027,2008-05-07,-1102,-212,1313
3455,1859.06,0.0058,2008-05-06,-2047,-342,2388
3456,1848.27,0.0125,2008-05-02,-2039,1223,816
3457,1825.47,0.0077,2008-04-30,61,-3149,3087
3458,1811.51,-0.0064,2008-04-29,604,585,-1189
3459,1823.17,-0.0008,2008-04-28,1271,2826,-4098
3460,1824.68,0.0141,2008-04-25,-2801,946,1855
3461,1799.34,-0.0008,2008-04-24,608,1254,-1861
3462,1800.79,0.0074,2008-04-23,-750,-1982,2732
3463,1787.49,-0.0072,2008-04-22,79,286,-365
3464,1800.48,0.0161,2008-04-21,-2719,3262,-543
3465,1771.9,0.0018,2008-04-18,-151,-2779,2930
3466,1768.67,0.005699999999999999,2008-04-17,-2459,1574,884
3467,1758.56,0.009399999999999999,2008-04-16,-1161,-2550,3711
3468,1742.17,-0.0026,2008-04-15,2292,-3712,1420
3469,1746.71,-0.018500000000000003,2008-04-14,3108,-1079,-2030
3470,1779.71,0.0085,2008-04-11,-495,-5091,5586
3471,1764.64,0.005699999999999999,2008-04-10,2495,-4404,1910
3472,1754.71,-0.0106,2008-04-08,1932,713,-2645
3473,1773.56,0.004,2008-04-07,-3219,-1657,4875
3474,1766.49,0.0016,2008-04-04,-1717,804,913
3475,1763.63,0.0123,2008-04-03,-2417,-154,2571
3476,1742.19,0.0235,2008-04-02,-4375,2389,1985
3477,1702.25,-0.001,2008-04-01,350,256,-606
3478,1703.99,0.0013,2008-03-31,466,2013,-2479
3479,1701.83,0.015300000000000001,2008-03-28,-3467,1406,2062
3480,1676.24,-0.002,2008-03-27,185,-2144,1958
3481,1679.67,0.0028000000000000004,2008-03-26,409,987,-1396
3482,1674.93,0.011899999999999999,2008-03-25,-3467,4478,-1011
3483,1655.3,0.0058,2008-03-24,-991,449,542
3484,1645.69,0.0137,2008-03-21,-1135,797,338
3485,1623.39,0.0007000000000000001,2008-03-20,453,-711,258
3486,1622.23,0.021099999999999997,2008-03-19,-3534,5329,-1794
3487,1588.75,0.0091,2008-03-18,345,-4196,3851
3488,1574.44,-0.0161,2008-03-17,995,-6465,5469
3489,1600.26,-0.0095,2008-03-14,1315,-2824,1509
3490,1615.62,-0.026000000000000002,2008-03-13,4517,-7728,3211
3491,1658.83,0.0106,2008-03-12,-2707,-1126,3833
3492,1641.48,0.01,2008-03-11,1490,-4304,2814
3493,1625.17,-0.0233,2008-03-10,-806,-2570,3376
3494,1663.97,-0.0197,2008-03-07,3788,-3366,-423
3495,1697.44,0.0121,2008-03-06,-2599,-1482,4081
3496,1677.1,0.0005,2008-03-05,941,-3234,2294
3497,1676.18,0.0027,2008-03-04,2765,-3426,660
3498,1671.73,-0.0233,2008-03-03,2611,-2381,-230
3499,1711.62,-0.0141,2008-02-29,3878,-213,-3665
3500,1736.17,0.0089,2008-02-28,-1464,1474,-10
3501,1720.89,0.0069,2008-02-27,-1914,567,1347
3502,1709.13,0.0,2008-02-26,-810,1489,-679
3503,1709.13,0.0134,2008-02-25,-2182,-2591,4773
3504,1686.45,-0.0105,2008-02-22,4004,-2398,-1605
3505,1704.36,0.0097,2008-02-21,27,-2396,2369
3506,1687.91,-0.019,2008-02-20,3088,630,-3718
3507,1720.52,0.0143,2008-02-19,-1254,-1779,3033
3508,1696.24,0.0009,2008-02-18,590,-1495,905
3509,1694.77,-0.0016,2008-02-15,149,-778,629
3510,1697.45,0.04019999999999999,2008-02-14,-4679,-2493,7172
3511,1631.78,-0.006999999999999999,2008-02-13,2258,-2524,265
3512,1643.29,0.0016,2008-02-12,2358,-4274,1916
3513,1640.67,-0.0329,2008-02-11,2941,-5057,2116
3514,1696.57,0.0038,2008-02-05,-1475,-1680,3155
3515,1690.13,0.034,2008-02-04,-3821,2656,1165
3516,1634.53,0.0060999999999999995,2008-02-01,866,773,-1639
3517,1624.68,0.022400000000000003,2008-01-31,-4890,-137,5028
3518,1589.06,-0.0298,2008-01-30,-912,-893,1806
3519,1637.91,0.0066,2008-01-29,604,-4085,3481
3520,1627.19,-0.0385,2008-01-28,943,-2686,1743
3521,1692.41,0.0177,2008-01-25,-1335,-991,2326
3522,1663.0,0.0212,2008-01-24,-88,-4032,4120
3523,1628.42,0.0121,2008-01-23,506,-5711,5205
3524,1609.02,-0.0443,2008-01-22,-1570,-8289,9859
3525,1683.56,-0.029500000000000002,2008-01-21,1897,-4092,2195
3526,1734.72,0.006500000000000001,2008-01-18,3203,-10056,6853
3527,1723.55,0.0109,2008-01-17,2243,-6982,4739
3528,1704.97,-0.024,2008-01-16,1449,-10162,8713
3529,1746.95,-0.010700000000000001,2008-01-15,-35,-3455,3489
3530,1765.88,-0.0092,2008-01-14,188,-5468,5279
3531,1782.27,-0.0233,2008-01-11,2470,-1420,-1050
3532,1824.78,-0.010700000000000001,2008-01-10,2968,-773,-2195
3533,1844.47,0.01,2008-01-09,871,-3782,2911
3534,1826.23,-0.0027,2008-01-08,565,-3695,3129
3535,1831.14,-0.0176,2008-01-07,2810,-5006,2196
3536,1863.9,0.006,2008-01-04,401,-994,594
3537,1852.73,-0.0004,2008-01-03,1591,-3202,1611
3538,1853.45,-0.023,2008-01-02,3622,659,-4281
3539,1897.13,-0.006,2007-12-28,-679,221,458
3540,1908.62,0.001,2007-12-27,-2458,264,2193
3541,1906.72,-0.0066,2007-12-26,-1198,-187,1386
3542,1919.47,0.0219,2007-12-24,-2067,-364,2431
3543,1878.32,0.0184,2007-12-21,-2905,-2976,5882
3544,1844.37,-0.0092,2007-12-20,2168,-1351,-817
3545,1861.47,0.0118,2007-12-18,1105,-6250,5145
3546,1839.82,-0.0291,2007-12-17,1920,-2432,512
3547,1895.05,-0.0109,2007-12-14,3253,-4759,1506
3548,1915.9,-0.006,2007-12-13,5551,-251,-5300
3549,1927.45,0.0012,2007-12-12,922,-4101,3179
3550,1925.07,0.0098,2007-12-11,-22,-1600,1622
3551,1906.42,-0.0144,2007-12-10,-688,-265,953
3552,1934.32,-0.0097,2007-12-07,-1725,2953,-1229
3553,1953.17,0.0077,2007-12-06,-3146,1126,2021
3554,1938.2,0.0106,2007-12-05,-224,-2064,2288
3555,1917.83,0.008100000000000001,2007-12-04,504,-2673,2169
3556,1902.43,-0.0019,2007-12-03,1354,45,-1399
3557,1906.0,0.0151,2007-11-30,-4864,407,4457
3558,1877.56,0.023399999999999997,2007-11-29,-6459,-390,6848
3559,1834.69,-0.013500000000000002,2007-11-28,2471,-811,-1660
3560,1859.79,0.0024,2007-11-27,-2577,-2496,5074
3561,1855.33,0.04650000000000001,2007-11-26,221,704,-925
3562,1772.88,-0.014499999999999999,2007-11-23,-3634,-784,4419
3563,1799.02,-0.0044,2007-11-22,-1307,-5646,6953
3564,1806.99,-0.0349,2007-11-21,3943,-423,-3521
3565,1872.24,-0.011200000000000002,2007-11-20,3159,-7102,3943
3566,1893.47,-0.017,2007-11-19,884,-2236,1352
3567,1926.2,-0.0111,2007-11-16,2695,-4747,2052
3568,1947.74,-0.0126,2007-11-15,-919,-4836,5755
3569,1972.58,0.020499999999999997,2007-11-14,1218,-6455,5238
3570,1932.89,0.0049,2007-11-13,2334,-8774,6441
3571,1923.42,-0.0337,2007-11-12,2108,-2688,580
3572,1990.47,0.0055000000000000005,2007-11-09,1138,-8498,7360
3573,1979.56,-0.0311,2007-11-08,9527,-3776,-5751
3574,2043.19,-0.0054,2007-11-07,-702,106,596
3575,2054.24,0.0191,2007-11-06,-182,-5862,6044
3576,2015.76,-0.0018,2007-11-05,2769,-1429,-1340
3577,2019.34,-0.0212,2007-11-02,4178,-2003,-2175
3578,2063.14,-0.0008,2007-11-01,-78,540,-463
3579,2064.85,0.0060999999999999995,2007-10-31,232,-1988,1756
3580,2052.37,-0.0051,2007-10-30,735,1020,-1755
3581,2062.92,0.0172,2007-10-29,448,951,-1398
3582,2028.06,0.026000000000000002,2007-10-26,-3389,-2782,6171
3583,1976.75,0.022400000000000003,2007-10-25,-1745,-370,2115
3584,1933.36,-0.0075,2007-10-24,-2263,2005,258
3585,1947.98,0.0232,2007-10-23,3526,-3299,-227
3586,1903.81,-0.0336,2007-10-22,-1091,-1379,2471
3587,1970.1,-0.0175,2007-10-19,3304,-1489,-1815
3588,2005.09,0.010700000000000001,2007-10-18,849,-2507,1658
3589,1983.94,-0.0109,2007-10-17,4553,-4518,-34
3590,2005.76,-0.0146,2007-10-16,2962,-4289,1327
3591,2035.39,0.0044,2007-10-15,845,-2215,1370
3592,2026.44,-0.015700000000000002,2007-10-12,4621,-633,-3987
3593,2058.85,0.0087,2007-10-11,1410,-3685,2275
3594,2041.12,0.0134,2007-10-10,-2020,207,1814
3595,2014.13,0.0007000000000000001,2007-10-09,1343,-1842,499
3596,2012.82,0.0084,2007-10-08,-554,2457,-1903
3597,1996.03,-0.0038,2007-10-05,504,1359,-1863
3598,2003.6,-0.0052,2007-10-04,2509,-3352,843
3599,2014.09,0.0262,2007-10-02,-7062,6020,1041
3600,1962.67,0.0083,2007-10-01,-1324,-691,2014
3601,1946.48,0.0006,2007-09-28,1037,-155,-882
3602,1945.28,0.013600000000000001,2007-09-27,-502,-938,1440
3603,1919.26,0.0054,2007-09-21,1785,-2010,225
3604,1908.97,0.0033,2007-09-20,-3425,1807,1619
3605,1902.65,0.0348,2007-09-19,-6979,-3479,10458
3606,1838.61,-0.0177,2007-09-18,3068,-1346,-1722
3607,1871.68,0.0009,2007-09-17,1574,-1286,-287
3608,1870.02,0.011899999999999999,2007-09-14,-1647,-2607,4254
3609,1848.02,0.019,2007-09-13,-542,-3875,4417
3610,1813.52,-0.0183,2007-09-12,1843,21,-1864
3611,1847.36,0.0063,2007-09-11,771,-2471,1700
3612,1835.87,-0.026000000000000002,2007-09-10,1854,-1686,-168
3613,1884.9,-0.0021,2007-09-07,-1108,1258,-150
3614,1888.81,0.0124,2007-09-06,-1175,-3985,5160
3615,1865.59,-0.0049,2007-09-05,2369,2805,-5174
3616,1874.74,-0.0038,2007-09-04,-1380,-631,2012
3617,1881.81,0.0046,2007-09-03,1173,-577,-596
3618,1873.24,0.0171,2007-08-31,-4999,-2237,7236
3619,1841.7,0.0085,2007-08-30,168,-3368,3200
3620,1826.19,-0.0017000000000000001,2007-08-29,1028,-6968,5939
3621,1829.31,0.0146,2007-08-28,-1449,-3163,4612
3622,1803.03,0.006500000000000001,2007-08-27,-114,662,-548
3623,1791.33,-0.004699999999999999,2007-08-24,1514,-2213,698
3624,1799.72,0.0229,2007-08-23,-3929,-1042,4971
3625,1759.5,0.0134,2007-08-22,613,-4846,4234
3626,1736.18,0.0028000000000000004,2007-08-21,285,-3053,2768
3627,1731.27,0.056900000000000006,2007-08-20,5554,-3801,-1753
3628,1638.07,-0.0319,2007-08-17,4460,-8716,4256
3629,1691.98,-0.0693,2007-08-16,-6988,-10327,17315
3630,1817.89,-0.017,2007-08-14,-350,-2260,2610
3631,1849.26,0.011399999999999999,2007-08-13,-2357,-4658,7015
3632,1828.49,-0.042,2007-08-10,7412,-5257,-2155
3633,1908.68,0.0028000000000000004,2007-08-09,-357,563,-206
3634,1903.41,0.023399999999999997,2007-08-08,-3422,-4534,7955
3635,1859.82,0.0026,2007-08-07,1604,-4693,3089
3636,1855.05,-0.0116,2007-08-06,3053,-4951,1898
3637,1876.8,0.0128,2007-08-03,-90,-2467,2557
3638,1853.07,-0.0018,2007-08-02,1098,-4658,3560
3639,1856.45,-0.0397,2007-08-01,5838,-5192,-646
3640,1933.27,0.0139,2007-07-31,1372,-1332,-40
3641,1906.71,0.0125,2007-07-30,719,-5669,4950
3642,1883.22,-0.0409,2007-07-27,7138,-8425,1287
3643,1963.54,-0.0203,2007-07-26,3989,-5168,1179
3644,2004.22,0.006,2007-07-25,2983,-6656,3673
3645,1992.26,-0.0004,2007-07-24,74,-584,510
3646,1993.05,0.0048,2007-07-23,1444,-2743,1299
3647,1983.54,0.0236,2007-07-20,-2139,-762,2901
3648,1937.9,0.0037,2007-07-19,678,-4496,3818
3649,1930.7,-0.0096,2007-07-18,4396,-5921,1524
3650,1949.51,-0.0068000000000000005,2007-07-16,1124,-6376,5252
3651,1962.93,0.0278,2007-07-13,-4071,-954,5025
3652,1909.75,0.0105,2007-07-12,-41,864,-823
3653,1889.96,-0.0024,2007-07-11,1855,-1935,79
3654,1894.53,0.0058,2007-07-10,1144,-793,-351
3655,1883.59,0.0121,2007-07-09,246,991,-1237
3656,1861.01,0.0072,2007-07-06,-11,-273,284
3657,1847.79,0.0051,2007-07-05,-2280,1729,550
3658,1838.41,0.0182,2007-07-04,-293,520,-227
3659,1805.5,0.019299999999999998,2007-07-03,-2253,676,1578
3660,1771.35,0.0159,2007-07-02,-1315,-1015,2331
3661,1743.6,-0.004699999999999999,2007-06-29,-2118,-1083,3202
3662,1751.75,0.0108,2007-06-28,69,-855,787
3663,1733.1,-0.009399999999999999,2007-06-27,918,-1657,739
3664,1749.55,-0.004699999999999999,2007-06-26,334,-3227,2892
3665,1757.73,-0.0075,2007-06-25,-2155,-2322,4477
3666,1770.98,-0.013000000000000001,2007-06-22,1421,-1167,-255
3667,1794.24,0.0059,2007-06-21,-791,997,-206
3668,1783.79,-0.013300000000000001,2007-06-20,1012,-3189,2178
3669,1807.85,0.0005,2007-06-19,3956,-1859,-2097
3670,1806.88,0.0195,2007-06-18,1284,-3508,2224
3671,1772.26,0.0017000000000000001,2007-06-15,1053,778,-1831
3672,1769.18,0.0274,2007-06-14,-4644,-4612,9256
3673,1721.99,-0.0046,2007-06-13,920,-3160,2240
3674,1729.88,0.0078000000000000005,2007-06-12,-884,-3020,3903
3675,1716.56,-0.0062,2007-06-11,1697,-970,-727
3676,1727.28,-0.0147,2007-06-08,2116,-4386,2269
3677,1753.04,0.0062,2007-06-07,2229,-3709,1480
3678,1742.19,0.0026,2007-06-05,432,-445,13
3679,1737.59,0.0124,2007-06-04,606,1941,-2546
3680,1716.24,0.009000000000000001,2007-06-01,-1270,92,1178
3681,1700.91,0.023,2007-05-31,-2369,-250,2619
3682,1662.72,0.0006,2007-05-30,2109,320,-2428
3683,1661.8,0.0023,2007-05-29,461,1255,-1715
3684,1657.91,0.008100000000000001,2007-05-28,1227,-68,-1159
3685,1644.56,-0.0012,2007-05-25,1270,-1336,66
3686,1646.59,0.0023,2007-05-23,-484,833,-348
3687,1642.88,0.009000000000000001,2007-05-22,512,4660,-5171
3688,1628.2,0.009899999999999999,2007-05-21,-1893,-1932,3826
3689,1612.25,-0.0021,2007-05-18,229,2,-231
3690,1615.58,0.009399999999999999,2007-05-17,1071,880,-1951
3691,1600.6,0.0070999999999999995,2007-05-16,633,-753,121
3692,1589.37,-0.0102,2007-05-15,-942,210,732
3693,1605.77,0.0014000000000000002,2007-05-14,1057,39,-1096
